ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000391356.4,588,51.87,KRTAP4-3
ENST00000391403.4,2238,38.15,CTAGE1
ENST00000391413.4,588,52.72,KRTAP4-11
ENST00000391418.3,387,55.43,KRTAP2-3
ENST00000391419.3,387,62.63,KRTAP2-1
ENST00000391440.3,342,51.33,RTL8B
ENST00000391586.3,297,48.16,KRTAP3-3
ENST00000391587.3,297,48.74,KRTAP3-2
ENST00000391588.3,297,39.7,KRTAP3-1
ENST00000391617.1,291,60.37,KRTAP12-1
ENST00000391618.1,339,65.32,KRTAP12-4
ENST00000391620.2,666,65.01,KRTAP10-3
ENST00000391621.1,768,66.23,KRTAP10-2
ENST00000391624.1,333,50.63,KRTAP6-3
ENST00000391701.1,1224,47.58,ZNF552
ENST00000391705.7,1980,47.42,ZNF304
ENST00000391720.8,1767,56.36,DNAAF3
ENST00000391728.8,1335,48.48,KIR3DL1
ENST00000391736.5,1347,47.12,LILRB4
ENST00000391742.7,864,49.35,LAIR1
ENST00000391750.5,1896,59.87,LILRB3
ENST00000391777.3,702,45.66,ZNF816-ZNF321P
ENST00000391781.6,1530,43.61,ZNF320
ENST00000391788.6,372,43.66,ZNF528
ENST00000391802.1,804,56.94,KLK14
ENST00000391805.5,831,56.29,KLK10
ENST00000391834.6,771,59.67,AKT1S1
ENST00000391851.8,1062,58.23,PRMT1
ENST00000391857.9,612,52.27,RPL13A
ENST00000391860.7,1575,48.33,PGBD5
ENST00000391894.6,1236,36.37,KCNK2
ENST00000391916.7,1890,54.78,DACT3
ENST00000391946.7,1515,55.18,KLC3
ENST00000391958.6,2013,42.23,ZNF233
ENST00000391967.7,1554,54.89,LAD1
ENST00000391973.6,1086,41.89,SEPTIN2
ENST00000391984.7,2019,54.58,CAPN10
ENST00000391989.6,270,57.2,OTOS
ENST00000391997.3,741,35.29,PDC
ENST00000392002.7,519,52.68,TMEM91
ENST00000392006.8,2571,48,HNRNPUL1
ENST00000392011.7,2892,50.75,SH3BP4
ENST00000392017.9,1824,45.33,ATG16L1
ENST00000392027.3,1608,62.27,ALPP
ENST00000392038.7,1446,53.61,AKT2
ENST00000392039.2,960,48.83,GPR55
ENST00000392045.8,2604,41.29,SP140
ENST00000392051.4,429,45.55,LGALS16
ENST00000392067.7,2157,43.24,SAMD4A
ENST00000392102.6,3600,44.96,TTLL4
ENST00000392105.7,3885,46.04,STK36
ENST00000392133.7,2199,39.46,XRCC5
ENST00000392142.9,4827,38.79,MAP3K4
ENST00000392161.4,1599,40.73,ZFP82
ENST00000392167.4,1596,48.03,PNLDC1
ENST00000392173.6,1500,45.13,ZNF565
ENST00000392185.8,1788,42.45,SNX9
ENST00000392197.7,1464,52.47,ZBTB32
ENST00000392209.7,870,41.55,CCNYL1
ENST00000392213.8,1881,54.41,MAG
ENST00000392219.7,537,49.86,FXYD5
ENST00000392226.5,1254,52.41,HPN
ENST00000392238.3,1770,39.58,FAM117B
ENST00000392250.7,2151,40.45,DPY19L3
ENST00000392271.6,1608,37.88,URI1
ENST00000392319.6,2217,39.16,ZNF84
ENST00000392325.9,1035,49.34,WDR45B
ENST00000392328.6,2376,39.84,MFSD6
ENST00000392335.6,1431,51.45,ARMC6
ENST00000392343.3,2256,51.83,CCDC57
ENST00000392349.9,462,37.52,ORMDL1
ENST00000392351.8,1086,56.77,HOMER3
ENST00000392358.6,1584,66.61,GPS1
ENST00000392359.8,246,65.43,CENPX
ENST00000392370.8,1386,33.03,CALCRL
ENST00000392373.7,867,45.86,STX2
ENST00000392386.8,1269,55.32,CRLF1
ENST00000392403.8,8895,41.42,ASH1L
ENST00000392414.7,1632,52.36,PKLR
ENST00000392415.6,624,35.61,UBE2E3
ENST00000392452.3,1476,42.65,MB21D2
ENST00000392455.9,1449,36.59,CCDC50
ENST00000392465.7,1122,43.64,RNF34
ENST00000392476.6,2160,46.7,SEC14L1
ENST00000392481.6,1092,40.5,RFC4
ENST00000392491.6,237,37.28,PKIB
ENST00000392499.6,537,37.09,CRYGS
ENST00000392509.6,270,47.04,DYNLL1
ENST00000392519.7,960,71.49,TMEM121
ENST00000392521.7,6210,43.74,CIT
ENST00000392533.8,2697,39.71,TAOK3
ENST00000392539.4,1032,49.88,HOXD13
ENST00000392568.7,669,64.58,NUDT14
ENST00000392588.5,1680,36.65,WASF1
ENST00000392594.7,678,43.95,THYN1
ENST00000392619.2,618,50.81,CD300E
ENST00000392621.6,606,51.6,CD300LB
ENST00000392634.9,3750,62.41,INF2
ENST00000392640.6,630,39.58,METTL5
ENST00000392644.9,2604,41.61,ARMC2
ENST00000392650.8,6519,52.32,SDK2
ENST00000392653.3,219,44.01,SPRR2A
ENST00000392664.2,1176,45.77,KCNJ1
ENST00000392672.8,1290,42.43,RAD9B
ENST00000392676.8,4929,34.61,ABCA5
ENST00000392701.8,1902,37.05,GALNT3
ENST00000392708.9,2118,41.03,STT3A
ENST00000392711.5,1146,41.97,PRKAR1A
ENST00000392750.7,639,35.73,PDCD10
ENST00000392766.6,2403,36.21,ZBBX
ENST00000392779.6,996,40.34,B3GALNT1
ENST00000392783.7,6507,36.16,BAZ2B
ENST00000392790.6,1824,37.92,CUZD1
ENST00000392806.4,852,56.19,TMEM119
ENST00000392811.6,1413,56.14,SMARCD3
ENST00000392825.8,1671,35.16,GALNT13
ENST00000392827.2,786,71.82,RNF208
ENST00000392837.9,1683,38.47,RIC8B
ENST00000392863.6,294,40.32,SMIM8
ENST00000392870.3,1773,50.47,GRK5
ENST00000392872.8,1233,40.64,TDG
ENST00000392876.8,1647,43.11,NT5DC3
ENST00000392920.8,1257,45.48,EVL
ENST00000392927.7,711,36.71,SYCP3
ENST00000392951.9,606,56.95,TAGLN
ENST00000392959.5,2094,34.98,LCA5
ENST00000392979.7,2763,39.06,ANO4
ENST00000392982.8,2268,48.24,VWA2
ENST00000392993.7,1590,38.78,GK5
ENST00000393035.6,540,40.46,FAIM
ENST00000393045.7,1887,52.28,PIAS3
ENST00000393047.8,882,40.81,NKAPD1
ENST00000393056.8,1854,56.45,DBH
ENST00000393066.7,2895,39.71,TRIM37
ENST00000393067.8,771,45.99,POU2AF1
ENST00000393079.3,1239,41.29,SLC35G2
ENST00000393085.4,357,36.4,MTPN
ENST00000393094.7,2343,39.36,CUL5
ENST00000393106.6,1467,51.67,STEAP3
ENST00000393140.6,462,52.01,PRIMA1
ENST00000393167.7,687,49.92,RABL2A
ENST00000393193.6,804,48.86,NME1-NME2
ENST00000393203.3,2640,44.25,PTGFRN
ENST00000393208.6,1476,51.17,BANP
ENST00000393217.7,5169,33.34,LRRIQ1
ENST00000393218.6,1302,47.28,LGMN
ENST00000393229.4,1593,55.02,NTNG2
ENST00000393232.6,1512,41.14,NRF1
ENST00000393261.8,1377,56.53,FBXW9
ENST00000393276.7,2616,39.41,DENND2C
ENST00000393305.5,639,50.78,RAB43
ENST00000393316.8,492,41.52,BCL2L15
ENST00000393330.6,714,37.02,TSPAN8
ENST00000393346.8,1959,37.29,PICALM
ENST00000393352.7,840,44.54,FHL2
ENST00000393359.7,2583,43.93,TGFBRAP1
ENST00000393381.3,1041,38.61,HPF1
ENST00000393386.7,6948,35.6,PTPRZ1
ENST00000393405.6,813,48.03,SNX11
ENST00000393438.6,1803,47.7,RUFY1
ENST00000393451.7,1665,39.15,ST7
ENST00000393473.6,1122,41.3,LIPT1
ENST00000393483.8,2097,37.63,TSGA10
ENST00000393487.6,1608,40.02,MGAT4A
ENST00000393537.5,552,51.5,ANKRD39
ENST00000393545.9,1800,37.9,SPATA7
ENST00000393567.7,15366,41.1,HYDIN
ENST00000393593.8,1050,45.45,IRF2
ENST00000393599.3,501,58.54,CDKN2D
ENST00000393600.8,1020,60.42,FAM50A
ENST00000393630.8,5154,36.21,MON2
ENST00000393638.5,909,54.46,DNASE1L1
ENST00000393655.4,1383,44.14,TFAP2B
ENST00000393693.7,405,56.95,SNCB
ENST00000393700.8,1284,55.76,RENBP
ENST00000393708.3,552,52.93,FDX2
ENST00000393721.5,2307,58.14,ARHGAP4
ENST00000393743.8,5139,36.28,DDX60
ENST00000393752.3,1341,46.64,DRD1
ENST00000393759.6,666,46.84,CD8B
ENST00000393774.7,1467,47.2,LRRC74A
ENST00000393784.8,873,50.91,ERGIC1
ENST00000393791.8,2196,51.85,ARHGAP9
ENST00000393792.3,705,41.24,UBTD2
ENST00000393796.4,2385,60.07,PPAN-P2RY11
ENST00000393801.7,2640,41.89,PPP6R3
ENST00000393818.3,1695,57.56,COASY
ENST00000393825.5,264,62.05,NDUFA4L2
ENST00000393829.6,2496,45.46,ATP6V0A1
ENST00000393847.6,1461,54.36,DPEP2
ENST00000393860.7,651,49.38,RAB5C
ENST00000393868.7,1041,39.25,SUCLG1
ENST00000393869.8,945,55.18,MAGEA12
ENST00000393883.6,1617,40.31,ZNF559
ENST00000393892.8,1266,54.55,CNP
ENST00000393897.6,528,48.19,REG3G
ENST00000393917.6,600,45.69,TAGLN3
ENST00000393927.9,1173,62.76,ZNF414
ENST00000393931.8,2238,54.96,JUP
ENST00000393946.6,1266,53.68,SYT12
ENST00000393956.9,1884,35.41,FBXW7
ENST00000393975.4,993,46.95,C1QTNF2
ENST00000393976.6,1371,55.45,KRT15
ENST00000393985.8,477,52.53,EOLA1
ENST00000394003.7,3816,49.96,DCTN1
ENST00000394008.1,510,49.75,KRTAP9-9
ENST00000394009.5,1590,43.01,BBOF1
ENST00000394014.2,606,54.95,KRTAP4-12
ENST00000394015.3,387,57.2,KRTAP2-4
ENST00000394052.5,888,35.74,KRT222
ENST00000394053.7,1053,43.85,MTHFD2
ENST00000394077.8,474,42.34,RPL24
ENST00000394095.7,3153,37.56,SENP7
ENST00000394110.7,1713,49.86,PPP2R5D
ENST00000394123.7,1401,39.46,G3BP1
ENST00000394128.7,2970,50.63,MED24
ENST00000394140.9,831,42.95,NIT2
ENST00000394143.6,9243,39.12,ADGRG4
ENST00000394152.7,1635,48.45,ZSCAN25
ENST00000394162.5,996,38.88,ST3GAL6
ENST00000394166.8,1245,48.74,NR2F2
ENST00000394175.6,1185,48.85,GSDMB
ENST00000394180.6,762,38.91,CLDND1
ENST00000394186.3,267,53.61,ATP5MF
ENST00000394191.3,931,36.18,OR5H8
ENST00000394196.9,5487,39.03,CHD2
ENST00000394205.7,369,40.94,SCOC
ENST00000394222.8,1287,36.2,ARL13B
ENST00000394231.8,348,55.28,MIEN1
ENST00000394235.6,1746,39.88,ELF2
ENST00000394249.8,1863,45.15,PRC1
ENST00000394252.4,735,52.33,TMT1B
ENST00000394253.7,2067,41.52,USP49
ENST00000394264.7,864,40.6,PABIR1
ENST00000394282.8,1176,53.85,NDRG4
ENST00000394303.8,1797,54.39,CACNB1
ENST00000394308.8,1686,38.47,ASNS
ENST00000394323.3,1815,45.72,ERV3-1
ENST00000394334.7,1251,36.6,STK26
ENST00000394391.9,939,44.27,CIAPIN1
ENST00000394412.8,4032,48.65,KIF7
ENST00000394420.9,1731,41.63,RSPRY1
ENST00000394422.8,2316,45.09,UTP14A
ENST00000394427.3,1296,38.7,QRFPR
ENST00000394434.7,3531,38.64,LARS1
ENST00000394440.8,1620,40.97,CCT4
ENST00000394456.10,1554,54.75,GTF2F1
ENST00000394458.7,2010,57.78,ANKLE1
ENST00000394468.7,1389,35.82,HEPACAM2
ENST00000394480.6,2478,45.3,NTRK3
ENST00000394485.5,186,53.73,MT1X
ENST00000394507.5,2211,36.51,KRIT1
ENST00000394519.5,1425,42.05,RNF14
ENST00000394549.7,918,46.13,DNASE1L3
ENST00000394555.6,1482,37.96,EFEMP1
ENST00000394566.5,2706,39.26,SLFN11
ENST00000394571.3,1599,47,PNPLA1
ENST00000394573.6,1950,48.91,SLC28A1
ENST00000394576.3,2799,45.18,PCDHGA2
ENST00000394607.7,798,39.87,ELOVL6
ENST00000394620.2,300,44.16,CCL8
ENST00000394631.7,654,39.37,GAR1
ENST00000394636.9,1452,59.4,IRX5
ENST00000394650.7,1011,41.01,MCUB
ENST00000394657.12,879,45.45,AKTIP
ENST00000394668.2,354,41.51,RPL34
ENST00000394684.8,1098,38.02,SGMS2
ENST00000394705.3,1623,44.83,GPR75
ENST00000394709.2,1920,45.54,HSPA2
ENST00000394718.4,1284,37.55,AKAP5
ENST00000394725.3,849,45.2,SIAH1
ENST00000394729.6,2031,56.58,PRKCD
ENST00000394730.7,1641,35.68,GSTCD
ENST00000394752.8,2601,40.71,SFMBT1
ENST00000394767.3,1104,35.32,CXXC4
ENST00000394780.8,3414,37.51,ALG13
ENST00000394805.8,2544,38.77,MATR3
ENST00000394809.9,2460,46.64,MYLK3
ENST00000394810.3,2934,50.61,SYNPO2L
ENST00000394815.3,1359,55.71,KRT80
ENST00000394817.7,1386,44.78,SIL1
ENST00000394836.7,1149,59.29,RAB3IL1
ENST00000394854.8,1566,35.79,PPP3CA
ENST00000394855.7,1281,47.08,DNAJA4
ENST00000394859.8,1881,55.54,ANKRD13B
ENST00000394876.7,1020,35.05,TRMT10A
ENST00000394885.8,954,38.81,RCN2
ENST00000394886.7,1794,41.22,CDC23
ENST00000394894.8,2673,45.25,KIF20A
ENST00000394905.2,285,48.09,CCL26
ENST00000394907.8,348,38.21,NRG4
ENST00000394908.9,1287,54.43,FLOT2
ENST00000394936.8,1575,47.65,PSAP
ENST00000394942.2,1164,41.2,WDR89
ENST00000394945.6,1320,42.8,SPOCK1
ENST00000394951.5,1239,57.82,BCKDK
ENST00000394957.8,936,53.86,VSIR
ENST00000394963.9,1548,48.48,SMARCD1
ENST00000394965.6,1923,45.47,ALAS1
ENST00000394967.3,1455,59.32,SP9
ENST00000394975.3,492,55.01,VKORC1
ENST00000394976.4,567,41.92,C5orf24
ENST00000394980.5,3687,33.75,MMRN1
ENST00000395003.5,2373,53.79,JADE2
ENST00000395018.6,477,52.88,CPLX3
ENST00000395040.6,1401,54.4,MATK
ENST00000395048.6,1539,51.21,CYP1A1
ENST00000395052.8,2619,55.81,GRM2
ENST00000395064.3,1422,53.65,ZBTB9
ENST00000395065.8,1596,44.26,NXF3
ENST00000395068.9,1116,66.67,GRINA
ENST00000395076.9,1149,36.08,PPM1A
ENST00000395079.2,918,46.9,OR10W1
ENST00000395131.5,390,54.13,PFDN6
ENST00000395145.3,663,69.15,CLDN3
ENST00000395159.7,270,40.88,TIMM9
ENST00000395176.3,681,54.26,DNAJC30
ENST00000395184.6,2247,36.75,ARHGAP24
ENST00000395211.6,1080,46.76,TMOD1
ENST00000395216.3,1218,49.75,ZNF785
ENST00000395246.5,255,39.71,CDC42SE2
ENST00000395254.8,1224,39.71,ZNF365
ENST00000395276.6,660,43.35,CALN1
ENST00000395284.8,894,35.07,CDK1
ENST00000395288.6,1557,48.88,KBTBD4
ENST00000395297.6,4221,42.34,FAM135B
ENST00000395307.6,645,66.13,IZUMO4
ENST00000395314.8,4074,37.04,KTN1
ENST00000395321.6,1095,55.56,ALDOC
ENST00000395323.9,318,46.96,LBH
ENST00000395324.6,1284,47.72,VDR
ENST00000395325.7,2742,40.01,DNAJC6
ENST00000395326.8,447,45,CRCP
ENST00000395340.5,3570,49.19,DIDO1
ENST00000395347.1,1530,40.06,SLC16A9
ENST00000395353.5,2682,52.54,MVP
ENST00000395388.7,765,42.91,HLA-DRA
ENST00000395395.7,1812,41.58,ZNF169
ENST00000395407.7,993,46.87,PAQR5
ENST00000395422.4,456,44.9,CHCHD2
ENST00000395443.7,2331,46.08,QRICH1
ENST00000395468.9,738,40.14,MAPK1IP1L
ENST00000395471.7,678,46.35,PSPH
ENST00000395472.2,1323,37.83,SOCS4
ENST00000395473.7,1068,52.27,LGALS9
ENST00000395474.7,3456,56.28,WDR6
ENST00000395526.9,2343,38.15,ASAH2
ENST00000395544.9,3111,41.45,ULK2
ENST00000395547.6,3294,52.72,ATXN2L
ENST00000395550.7,2280,59.37,SLC26A6
ENST00000395555.7,1170,57.83,ALDH3A1
ENST00000395572.6,1074,38.99,SUN3
ENST00000395601.7,1617,40.4,SNTB1
ENST00000395633.5,507,62.95,ATP5F1D
ENST00000395647.6,1839,56.84,SLC5A10
ENST00000395655.8,1566,53.25,TBRG4
ENST00000395665.9,3159,45.41,FBXW10
ENST00000395678.7,1449,64.42,TYMP
ENST00000395686.8,1407,37.59,ERO1A
ENST00000395694.7,1236,51.92,CCDC51
ENST00000395699.5,939,41.41,PURB
ENST00000395737.2,447,63.62,ADM2
ENST00000395743.8,537,37.37,BTC
ENST00000395744.7,2799,51.13,PPP6R2
ENST00000395748.8,759,36.88,AREG
ENST00000395761.4,324,49.32,CXCL1
ENST00000395787.4,729,40.43,APIP
ENST00000395792.7,1830,34.51,AFP
ENST00000395799.8,5889,42.59,TNRC6A
ENST00000395825.4,2286,39.49,ZNF287
ENST00000395833.7,477,46.34,LMO2
ENST00000395842.3,2034,64.17,PANX2
ENST00000395860.7,690,39.75,VCPKMT
ENST00000395862.7,1149,38.39,ATP6V1C1
ENST00000395863.8,1296,49.99,BMP7
ENST00000395878.8,930,47.04,UBFD1
ENST00000395889.6,2823,38.73,TEX11
ENST00000395891.7,4821,42.03,HECW1
ENST00000395892.5,726,51,CLIC1
ENST00000395913.7,1212,42.93,AURKA
ENST00000395923.5,582,40.58,NCALD
ENST00000395925.8,4743,41.7,GLI3
ENST00000395930.6,1473,40.81,TEKT3
ENST00000395952.8,1677,50.29,ABHD16A
ENST00000395957.6,738,40.87,YWHAZ
ENST00000395961.7,1755,40.73,BCAS1
ENST00000395965.8,1251,36.4,FAM172A
ENST00000395987.8,2169,38.18,DNAI7
ENST00000396005.8,1857,36.41,SLC5A12
ENST00000396009.7,2778,47.94,NFATC2
ENST00000396024.7,1020,44.95,ANXA2
ENST00000396026.7,1962,40.41,ZNF133
ENST00000396048.6,816,39.42,ZNF501
ENST00000396049.5,651,41.02,MOB1A
ENST00000396056.7,1584,42.6,ZNF35
ENST00000396057.6,978,41.12,FOXB1
ENST00000396060.7,330,39.73,GTF2A2
ENST00000396065.3,1317,43.27,GCNT3
ENST00000396077.8,3096,44.45,ZNF445
ENST00000396081.5,1221,38.61,HERPUD2
ENST00000396094.6,840,32.95,ODAM
ENST00000396124.9,1002,42.91,NDUFAF6
ENST00000396137.5,2967,40.21,JMY
ENST00000396153.7,1953,38.27,FAF1
ENST00000396154.7,1209,46.13,ZNF586
ENST00000396161.10,1284,46.32,ZNF134
ENST00000396168.1,1626,50.02,PTPN5
ENST00000396169.7,348,47.79,CCK
ENST00000396184.7,1905,40.15,PDE1C
ENST00000396194.6,891,44.2,GEM
ENST00000396197.8,1416,40.83,UEVLD
ENST00000396212.6,2976,37.85,CCP110
ENST00000396275.2,969,42.14,MRGPRX3
ENST00000396292.8,4740,38.04,TRPM3
ENST00000396302.7,858,46.27,GSG1
ENST00000396328.5,3309,36.62,WDR72
ENST00000396330.6,1035,35.17,SNX16
ENST00000396333.3,903,43.12,GPRC5D
ENST00000396355.5,1008,48.63,NDE1
ENST00000396356.7,2427,36.07,SOX6
ENST00000396368.8,5229,44.17,MARF1
ENST00000396385.4,591,44.78,MPV17L
ENST00000396391.5,2163,44.15,ELMO2
ENST00000396396.6,1704,40.29,PGM5
ENST00000396398.8,1236,53.26,NAGA
ENST00000396400.4,501,38.25,PRH2
ENST00000396402.6,1512,44.06,CYP19A1
ENST00000396403.9,1854,44,ZNF813
ENST00000396408.8,1572,44.73,ZNF765
ENST00000396410.9,2367,46.49,PDXDC1
ENST00000396418.7,231,34.68,PKIA
ENST00000396424.5,2037,45.26,ZNF665
ENST00000396426.7,1077,52.3,SEPTIN3
ENST00000396432.7,5877,39.03,ARHGAP21
ENST00000396444.7,3357,39.77,USP8
ENST00000396478.4,1755,42.35,IPP
ENST00000396496.7,1536,43.76,CCDC125
ENST00000396504.6,615,55.14,POLR3H
ENST00000396505.7,1053,48.21,DKK3
ENST00000396554.7,2331,44.29,AMPD3
ENST00000396560.6,2049,41.4,ATF7IP2
ENST00000396573.6,4395,42.06,GRIN2A
ENST00000396591.8,2298,39.19,SLC30A5
ENST00000396602.7,1917,42.79,ZNF143
ENST00000396623.8,1404,43.48,ADHFE1
ENST00000396634.5,1098,51.88,HLA-A
ENST00000396651.8,627,55.11,RPS8
ENST00000396654.7,465,41.84,AP1S3
ENST00000396659.8,1272,40.25,GATM
ENST00000396663.2,603,42.63,ARL4A
ENST00000396668.8,825,34.58,TMEM106B
ENST00000396672.5,1545,37.65,STK33
ENST00000396703.6,606,37.68,UBE2E2
ENST00000396705.10,750,59.16,TPI1
ENST00000396706.2,1035,47.01,ZDHHC4
ENST00000396720.7,4683,51.9,BICRA
ENST00000396743.7,1701,49.92,OTUD5
ENST00000396761.6,2520,55.52,ATG9A
ENST00000396776.6,474,35.7,GAPT
ENST00000396791.7,1173,35.65,CEP44
ENST00000396801.7,1734,46.35,ZNF384
ENST00000396806.3,951,38.15,OR12D3
ENST00000396825.4,789,49.34,FITM2
ENST00000396842.7,807,43.46,EAF1
ENST00000396852.9,2094,45.48,ZSCAN32
ENST00000396857.7,2466,50.87,MAP4K1
ENST00000396862.2,1650,43.98,TIGD7
ENST00000396864.8,1182,52.79,IRF9
ENST00000396865.7,1686,38.77,SLC38A9
ENST00000396901.5,942,53.38,NFKBID
ENST00000396912.2,2145,40.26,RBAK
ENST00000396925.1,663,56.92,CLDN6
ENST00000396950.4,963,39.69,OR51E2
ENST00000396952.6,957,43.44,OR51E1
ENST00000396954.8,567,38.21,MOCS2
ENST00000396965.5,1920,40.4,ZNF182
ENST00000396974.2,288,37.45,C2orf88
ENST00000396976.6,2559,44.15,ZSCAN29
ENST00000396987.7,1371,45.7,GPAT4
ENST00000397016.6,1674,58.07,CPNE6
ENST00000397033.7,3099,36.03,ITGA4
ENST00000397041.8,3000,56.9,ATP2A3
ENST00000397053.6,3819,40.23,UPF2
ENST00000397060.8,1497,38.42,SLC17A3
ENST00000397062.8,1818,40.45,NFE2L2
ENST00000397064.6,243,38.06,CEBPZOS
ENST00000397066.9,2361,52.76,CCNF
ENST00000397081.8,3036,40.56,RAPGEF4
ENST00000397110.6,837,50.65,C1QTNF6
ENST00000397111.9,2247,52.02,CARS1
ENST00000397146.7,2829,43.72,ITIH5
ENST00000397149.4,1542,41.17,SMU1
ENST00000397154.7,936,42.99,NGDN
ENST00000397163.8,2466,46.78,CAPN3
ENST00000397165.7,1497,41.4,ZNF682
ENST00000397166.7,2136,42.25,DDHD2
ENST00000397195.10,1233,42.4,PAFAH1B1
ENST00000397238.7,2736,57.73,AGAP3
ENST00000397256.5,1878,49.96,ARPC4-TTLL3
ENST00000397270.1,603,61.19,INS-IGF2
ENST00000397272.7,2550,56.19,PLA2G4F
ENST00000397292.8,2388,37.93,PLAA
ENST00000397299.9,951,54.78,JMJD7
ENST00000397312.7,1080,38.63,ELAVL2
ENST00000397317.8,636,61.53,CLDN7
ENST00000397333.4,2001,60.46,DDX51
ENST00000397344.7,1329,43.09,MEIOB
ENST00000397356.8,927,53.32,HAGH
ENST00000397367.6,627,41.69,CAPSL
ENST00000397374.8,1878,64.56,DUSP8
ENST00000397397.7,717,65.02,TSPAN4
ENST00000397410.10,1941,48.86,AKAP8L
ENST00000397452.5,1524,43.11,BPIFC
ENST00000397456.2,456,40.2,EEF1E1-BLOC1S5
ENST00000397457.7,564,39.98,BLOC1S5
ENST00000397463.3,426,45.08,LYPD1
ENST00000397468.5,867,47.75,RFPL3
ENST00000397496.7,369,47.12,MRPL52
ENST00000397501.5,3030,46.91,PTK2B
ENST00000397527.6,7329,47.9,CEP250
ENST00000397537.3,645,44.72,SMCO1
ENST00000397541.6,1704,39.7,WEE2
ENST00000397545.9,3429,50.67,CCDC40
ENST00000397558.6,1722,44.03,BICDL1
ENST00000397560.7,2826,39.15,KDM7A
ENST00000397572.5,312,43.34,MYCBP
ENST00000397583.8,1122,69.11,RASSF7
ENST00000397588.8,1635,42.04,CDYL
ENST00000397609.6,1302,36.34,FAM98B
ENST00000397622.7,1686,37.56,TMEM209
ENST00000397640.6,372,49.22,TEN1
ENST00000397641.8,3099,45.25,MORC2
ENST00000397659.9,1779,45.94,TCTN1
ENST00000397676.8,1317,51.41,ALG3
ENST00000397677.6,1362,46.73,CHMP7
ENST00000397700.6,454,40.65,C1QTNF7
ENST00000397701.9,504,53.09,YBEY
ENST00000397708.1,5943,47.4,MCM3AP
ENST00000397709.1,366,52.56,MAP1LC3A
ENST00000397714.6,1296,40.32,SEPTIN10
ENST00000397732.8,1926,44.47,ZNF709
ENST00000397747.5,822,40.55,PDCD1LG2
ENST00000397762.6,651,41.18,RAB2B
ENST00000397764.8,180,36.68,SMIM30
ENST00000397766.4,1758,42.17,PGBD4
ENST00000397778.7,816,52.93,SLC66A2
ENST00000397786.7,6525,38.73,MED13
ENST00000397799.2,2112,55.63,COL8A2
ENST00000397801.6,4161,56.28,ROBO3
ENST00000397809.10,2106,37.69,CEP83
ENST00000397821.8,1998,43.06,SH3KBP1
ENST00000397843.7,4635,37.52,ARHGEF12
ENST00000397850.6,2310,57.45,ITGB2
ENST00000397861.7,273,44.82,C17orf67
ENST00000397885.3,1947,39.59,PUM3
ENST00000397899.7,2889,46.02,CRACDL
ENST00000397901.8,591,57.58,CHMP1A
ENST00000397907.1,291,63.66,KRTAP12-3
ENST00000397910.8,43524,46.2,MUC16
ENST00000397911.5,879,66.33,KRTAP10-9
ENST00000397936.8,1191,38.55,STK32A
ENST00000397942.4,1608,39.07,SOCS6
ENST00000397944.8,5004,35.78,ADGB
ENST00000397967.5,471,51.35,RNASE1
ENST00000397968.4,2358,35.27,CDH7
ENST00000397977.8,2133,40.98,INTS10
ENST00000398000.7,1302,44.23,DIPK2B
ENST00000398004.4,942,43.4,SLC35E3
ENST00000398009.6,600,44.84,RNASE11
ENST00000398015.8,2955,44.82,EPHB1
ENST00000398016.7,3231,38.59,GRIP1
ENST00000398022.7,1929,47.43,TM9SF4
ENST00000398027.6,1947,44.82,ZCWPW1
ENST00000398052.9,1737,46.4,GRK4
ENST00000398056.6,939,37.77,FGL1
ENST00000398073.7,816,51.21,CTDSP2
ENST00000398075.4,801,65.69,MBLAC1
ENST00000398092.4,633,47.71,
ENST00000398117.1,720,42.74,BCL2
ENST00000398130.6,3651,34.66,RELCH
ENST00000398136.7,627,40.62,TMEM123
ENST00000398148.7,2136,58.57,KHSRP
ENST00000398153.7,615,40.11,HDDC2
ENST00000398186.5,594,45.87,EFCAB9
ENST00000398189.4,981,49.17,APOF
ENST00000398209.7,2700,37.29,ADAM22
ENST00000398214.5,816,39.5,CD200R1L
ENST00000398226.7,570,45.06,SELENOS
ENST00000398238.8,2235,38.61,NSF
ENST00000398246.8,2322,38.66,LONRF1
ENST00000398290.7,1353,37.3,TRIM77
ENST00000398291.4,1065,34.32,GNAT3
ENST00000398316.7,3429,37.08,FNDC3A
ENST00000398322.7,918,54.45,ACBD4
ENST00000398333.7,1185,45.41,ARPIN-AP3S2
ENST00000398341.7,1602,48.79,SLC37A1
ENST00000398399.7,981,36.27,VGLL3
ENST00000398402.1,426,56.78,CST1
ENST00000398411.5,441,51.65,CST3
ENST00000398417.6,1659,37.9,SMAD4
ENST00000398455.3,294,43.19,HIGD1C
ENST00000398458.4,1047,39.05,TMPRSS12
ENST00000398468.4,756,50.25,NOTO
ENST00000398470.1,753,60.82,KRTAP9-1
ENST00000398473.7,2175,41.45,LARP4
ENST00000398484.6,1515,66.73,FGFRL1
ENST00000398485.6,1605,50.99,PAX1
ENST00000398486.2,1296,41.7,KRT40
ENST00000398514.7,1713,41.44,DPYSL3
ENST00000398531.3,609,59.59,KRTAP5-10
ENST00000398532.9,1845,46.08,MSL1
ENST00000398534.4,564,59.58,KRTAP5-8
ENST00000398536.6,498,54.81,KRTAP5-7
