"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"Idh2","MGI:96414","Idh2<tm1b(EUCOMM)Hmgu>","MGI:5548944","C57BL/6NTac","MGI:2164831","7","MRC Harwell","H-IDH2-G10-TM1B","HetXHet","183","90","93","22","29","No information available","22","20","46","44","0.2786885245901639","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Idh3a","MGI:1915084","Idh3a<em1(IMPC)Kmpc>","MGI:6336121","C57BL/6NTac","MGI:2164831","9","KMPC","M0110-Idh3a","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","172","97","75","0","0","0","39","26","58","49","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Idh3b","MGI:2158650","Idh3b<em1(IMPC)J>","MGI:5904256","C57BL/6NJ","MGI:3056279","2","JAX","JR30865","HetXHet","186","97","89","22","17","No information available","18","27","57","45","0.20967741935483872","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Idi1","MGI:2442264","Idi1<tm1b(EUCOMM)Hmgu>","MGI:5696924","C57BL/6NCrl","MGI:2683688","13","HMGU","H5688-HEPD0580_4_D11-1","HetXHet","30","11","19","0","0","No information available","1","8","10","11","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ido2","MGI:2142489","Ido2<tm3a(EUCOMM)Wtsi>","MGI:5002991","C57BL/6N","MGI:2159965","8","WTSI","MECR","HetXHet","102","42","60","8","11","No information available","12","13","22","36","0.18627450980392157","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ier2","MGI:104815","Ier2<em1(IMPC)J>","MGI:5766772","C57BL/6NJ","MGI:3056279","8","JAX","JR29240","HetXHet","77","40","37","11","8","No information available","13","7","16","22","0.24675324675324675","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ier3ip1","MGI:1913441","Ier3ip1<em1(IMPC)J>","MGI:6154001","C57BL/6NJ","MGI:3056279","18","JAX","JR32041","HetXHet","103","48","55","0","0","No information available","15","21","33","34","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ier5","MGI:1337072","Ier5<em1(IMPC)Kmpc>","MGI:7425750","C57BL/6NTac","MGI:2164831","1","KMPC","M0107-Ier5","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","220","115","105","33","26","0","27","25","55","54","0.2681818181818182","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ier5l","MGI:1919750","Ier5l<em1(IMPC)J>","MGI:6259585","C57BL/6NJ","MGI:3056279","2","JAX","JR33010","HetXHet","143","69","74","10","10","No information available","20","21","39","43","0.13986013986013987","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Iffo2","MGI:2140675","Iffo2<em1(IMPC)J>","MGI:6258578","C57BL/6NJ","MGI:3056279","4","JAX","JR32951","HetXHet","72","30","42","6","4","No information available","12","14","12","24","0.1388888888888889","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifi204","MGI:96429","Ifi204<tm1b(KOMP)Wtsi>","MGI:5583087","C57BL/6NCrl","MGI:2683688","1","UC Davis","BL4212","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","148","73","75","16","10","0","20","39","37","26","0.17567567567567569","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifi205","MGI:101847","Ifi205<em1(IMPC)Tcp>","MGI:7435543","C57BL/6NCrl","MGI:2683688","1","TCP","AFDM","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","30","14","16","7","6","0","1","2","6","8","0.43333333333333335","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifi208","MGI:2442822","Ifi208<em1(IMPC)Mbp>","MGI:6152501","C57BL/6NCrl","MGI:2683688","1","UC Davis","CR1315","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","231","129","102","35","27","0","39","25","55","50","0.2683982683982684","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifi27","MGI:1277180","Ifi27<tm1b(EUCOMM)Wtsi>","MGI:5636940","C57BL/6N","MGI:2159965","12","WTSI","MUHL","HetXHet","33","13","20","2","5","No information available","2","6","9","9","0.21212121212121213","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifi27l2a","MGI:1924183","Ifi27l2a<tm1.1(KOMP)Vlcg>","MGI:5548678","C57BL/6NTac","MGI:2164831","12","HMGU","UCD-10949A-F1-1-1","HetXHet","40","16","24","8","8","No information available","2","4","6","12","0.4","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifi44","MGI:2443016","Ifi44<tm1b(KOMP)Wtsi>","MGI:5513793","C57BL/6NCrl","MGI:2683688","3","TCP","TCPM0200Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","64","38","26","12","9","0","8","4","18","13","0.328125","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifit1","MGI:99450","Ifit1<em1(IMPC)Bay>","MGI:6257538","C57BL/6N","MGI:2159965","19","BCM","IFILB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","265","100","165","21","36","0","22","36","57","93","0.21509433962264152","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifit1bl1","MGI:3650685","Ifit1bl1<em1(IMPC)Bay>","MGI:6257651","C57BL/6N","MGI:2159965","19","BCM","IFIBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","145","67","78","14","18","0","21","20","32","40","0.2206896551724138","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifit1bl2","MGI:2148249","Ifit1bl2<em1(IMPC)Bay>","MGI:6257604","C57BL/6N","MGI:2159965","19","BCM","IFBLB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","124","50","74","16","20","0","11","11","23","43","0.2903225806451613","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifit3","MGI:1101055","Ifit3<em1(IMPC)Tcp>","MGI:6156452","C57BL/6NCrl","MGI:2683688","19","TCP","TCPR1051_ADSL","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","219","115","104","26","26","0","30","26","59","52","0.2374429223744292","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifitm1","MGI:1915963","Ifitm1<tm1b(EUCOMM)Wtsi>","MGI:5775001","C57BL/6N","MGI:2159965","7","WTSI","PMDA","HetXHet","105","53","52","10","17","No information available","13","13","30","22","0.2571428571428571","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifitm1","MGI:1915963","Ifitm1<tm1b(EUCOMM)Wtsi>","MGI:5775001","C57BL/6NTac","MGI:2164831","7","MRC Harwell","H-IFITM1-XX-TM1B","HetXHet","144","68","76","17","18","No information available","21","13","30","45","0.24305555555555555","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifitm6","MGI:2686976","Ifitm6<tm1b(EUCOMM)Wtsi>","MGI:5638572","C57BL/6N","MGI:2159965","7","WTSI","PMBG","HetXHet","89","43","46","9","11","No information available","8","22","26","13","0.2247191011235955","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifnar1","MGI:107658","Ifnar1<tm2a(EUCOMM)Wtsi>","MGI:5527593","C57BL/6N","MGI:2159965","16","WTSI","MGKE","HetXHet","240","121","119","19","24","No information available","39","29","63","66","0.17916666666666667","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifng","MGI:107656","Ifng<tm1.1(KOMP)Vlcg>","MGI:5695880","C57BL/6NCrl","MGI:2683688","10","UC Davis","BL3546","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","104","52","52","0","0","0","20","19","32","33","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifngr1","MGI:107655","Ifngr1<em1(IMPC)Mbp>","MGI:6316120","C57BL/6NCrl","MGI:2683688","10","UC Davis","CR10572","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","164","76","88","2","2","0","27","28","47","58","0.024390243902439025","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ifnk","MGI:2683287","Ifnk<tm1.1(KOMP)Vlcg>","MGI:5585587","C57BL/6NJ","MGI:3056279","4","JAX","JR26171","HetXHet","82","41","41","9","8","No information available","7","7","25","26","0.2073170731707317","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ifnl3","MGI:2450574","Ifnl3<tm1.1(KOMP)Vlcg>","MGI:5575899","C57BL/6NJ","MGI:3056279","7","JAX","JR25270","HetXHet","105","51","54","9","14","No information available","12","13","30","27","0.21904761904761905","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift172","MGI:2682064","Ift172<tm2b(EUCOMM)Hmgu>","MGI:5692847","C57BL/6N","MGI:2159965","5","BCM","IFTSB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","150","74","76","0","0","0","25","19","49","57","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift22","MGI:1914536","Ift22<tm1.1(KOMP)Vlcg>","MGI:5548538","C57BL/6NCrl","MGI:2683688","5","UC Davis","BL3682","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","136","77","59","18","15","0","23","18","36","26","0.2426470588235294","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift25","MGI:1920188","Ift25<tm1a(EUCOMM)Wtsi>","MGI:4432759","B6Brd;B6Dnk;B6N-Tyr<c-Brd>","MGI:5446362","4","WTSI","MAKR","HetXHet","175","80","95","0","0","No information available","34","39","46","56","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift43","MGI:1923661","Ift43<tm1b(EUCOMM)Hmgu>","MGI:5692739","C57BL/6N","MGI:2159965","12","BCM","IFFTB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","194","86","108","0","0","0","39","38","47","70","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift52","MGI:2387217","Ift52<em1(IMPC)Bay>","MGI:6257432","C57BL/6N","MGI:2159965","2","BCM","IFTCB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","117","53","64","0","0","0","17","16","36","48","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift56","MGI:2444853","Ift56<em1(IMPC)J>","MGI:6364134","C57BL/6NJ","MGI:3056279","6","JAX","JR34412","HetXHet","33","16","17","0","0","No information available","7","8","9","9","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift70a2","MGI:3700200","Ift70a2<tm1.1(KOMP)Vlcg>","MGI:5548910","C57BL/6NCrl","MGI:2683688","2","UC Davis","BL2275","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","131","66","65","9","16","0","22","19","35","30","0.19083969465648856","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift70b","MGI:1919671","Ift70b<em1(IMPC)Bay>","MGI:6257793","C57BL/6N","MGI:2159965","2","BCM","TTCBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","184","79","105","13","15","0","32","30","34","60","0.15217391304347827","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ift74","MGI:1914944","Ift74<tm1b(EUCOMM)Hmgu>","MGI:5635223","C57BL/6NJ","MGI:3056279","4","JAX","JR27559","HetXHet","116","63","53","13","13","No information available","17","12","33","28","0.22413793103448276","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift80","MGI:1915509","Ift80<tm1a(KOMP)Wtsi>","MGI:4419694","C57BL/6N","MGI:2159965","3","WTSI","MEAN","HetXHet","66","25","41","1","5","No information available","7","14","17","22","0.09090909090909091","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift81","MGI:1098597","Ift81<tm1b(EUCOMM)Wtsi>","MGI:5636927","C57BL/6NTac","MGI:2164831","5","HMGU","HMGU-EPD0382_4_F06-1-1","HetXHet","51","24","27","0","0","No information available","9","6","15","21","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ift88","MGI:98715","Ift88<tm1.1(KOMP)Vlcg>","MGI:5505911","C57BL/6NJ","MGI:3056279","14","JAX","JR23606","HetXHet","77","39","38","0","0","No information available","12","13","27","25","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Igf2bp1","MGI:1890357","Igf2bp1<em1(IMPC)J>","MGI:6303615","C57BL/6NJ","MGI:3056279","11","JAX","JR33715","HetXHet","30","17","13","0","0","No information available","6","2","11","11","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Igf2bp3","MGI:1890359","Igf2bp3<em1(IMPC)J>","MGI:5825102","C57BL/6NJ","MGI:3056279","6","JAX","JR30341","HetXHet","143","66","77","15","13","No information available","21","24","30","40","0.1958041958041958","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Igfals","MGI:107973","Igfals<tm1b(KOMP)Wtsi>","MGI:5635166","C57BL/6NCrl","MGI:2683688","17","UC Davis","TCPA0885Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","56","32","24","6","7","0","10","3","16","14","0.23214285714285715","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Igfbp3","MGI:96438","Igfbp3<tm1b(KOMP)Wtsi>","MGI:5548945","C57BL/6NTac","MGI:2164831","11","MRC Harwell","H-Igfbp3-A08-TM1B","HetXHet","166","76","90","16","21","No information available","20","22","40","47","0.22289156626506024","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Igfbp7","MGI:1352480","Igfbp7<tm1b(EUCOMM)Hmgu>","MGI:5609347","C57BL/6N","MGI:2159965","5","BCM","IGFBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","174","93","81","18","24","0","24","20","51","37","0.2413793103448276","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Igfl3","MGI:2685426","Igfl3<tm1b(EUCOMM)Hmgu>","MGI:5642370","C57BL/6N","MGI:2159965","7","JAX","JR27746","HetXHet","76","31","45","8","7","No information available","9","17","14","21","0.19736842105263158","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Igflr1","MGI:3655979","Igflr1<tm1b(KOMP)Mbp>","MGI:5696931","C57BL/6NCrl","MGI:2683688","7","UC Davis","TCPA1005Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","33","20","13","5","4","0","8","4","7","5","0.2727272727272727","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Igfn1","MGI:3045352","Igfn1<em1(IMPC)J>","MGI:6095183","C57BL/6NJ","MGI:3056279","1","JAX","JR31451","HetXHet","106","53","53","13","16","No information available","14","12","26","25","0.27358490566037735","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ighg3","MGI:2144790","Ighg3<em1(IMPC)Bay>","MGI:7425751","C57BL/6N","MGI:2159965","12","BCM","IGHHB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","116","52","64","12","14","0","6","13","34","37","0.22413793103448276","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ighmbp2","MGI:99954","Ighmbp2<em1(IMPC)Tcp>","MGI:6156604","C57BL/6NCrl","MGI:2683688","19","TCP","TCPR0651_ADFG","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","199","109","90","0","0","0","38","30","71","60","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
