gene,null_model,alt_model,species,p,omega,branch
HNRNPH3,b_neut,b_free,39,0.997015,0.565,Great Ape
HNRNPH3,b_neut,b_free,35,0.096809,0,Haplorhine
HNRNPK,b_neut,b_free,12,0.996432,0.561,Human
HNRNPK,b_neut,b_free,41,0.995348,0.42,Homo-Pan
HNRNPK,b_neut,b_free,34,0.000354,0,Primate
HNRNPK,b_neut,b_free,39,0.995932,0.544,Great Ape
HNRNPK,b_neut,b_free,35,0.194021,0,Haplorhine
HNRNPL,b_neut,b_free,12,0.086776,0,Human
HNRNPL,b_neut,b_free,41,0.121989,0,Homo-Pan
HNRNPL,b_neut,b_free,34,0.015022,0,Primate
HNRNPL,b_neut,b_free,39,0.028983,0,Great Ape
HNRNPL,b_neut,b_free,35,0.009602,0,Haplorhine
HNRNPLL,b_neut,b_free,12,0.100347,0,Human
HNRNPLL,b_neut,b_free,41,0.026133,0.426,Homo-Pan
HNRNPLL,b_neut,b_free,34,0.966746,0,Primate
HNRNPLL,b_neut,b_free,39,0.103899,0,Great Ape
HNRNPLL,b_neut,b_free,35,1,1.133,Haplorhine
HNRNPM,b_neut,b_free,12,9.5e-05,0,Human
HNRNPM,b_neut,b_free,41,0.02446,0,Homo-Pan
HNRNPM,b_neut,b_free,34,0.000219,0.038,Primate
HNRNPM,b_neut,b_free,39,0.049065,0,Great Ape
HNRNPM,b_neut,b_free,35,0.032735,0.068,Haplorhine
HNRNPR,b_neut,b_free,12,0.020669,0,Human
HNRNPR,b_neut,b_free,41,0.998046,0.548,Homo-Pan
HNRNPR,b_neut,b_free,34,1,18.986,Primate
HNRNPR,b_neut,b_free,39,0.996615,0.576,Great Ape
HNRNPR,b_neut,b_free,35,1,1.354,Haplorhine
HNRNPU,b_neut,b_free,12,1,0.56,Human
HNRNPU,b_neut,b_free,41,0.020215,0,Homo-Pan
HNRNPU,b_neut,b_free,34,0.008589,0.128,Primate
HNRNPU,b_neut,b_free,39,0.000683,0,Great Ape
HNRNPU,b_neut,b_free,35,1,4.665,Haplorhine
HNRNPUL1,b_neut,b_free,12,0.47163,0.352,Human
HNRNPUL1,b_neut,b_free,41,0.006261,0,Homo-Pan
HNRNPUL1,b_neut,b_free,34,0.194003,0.072,Primate
HNRNPUL1,b_neut,b_free,39,0.117942,0,Great Ape
HNRNPUL1,b_neut,b_free,35,0.016794,0,Haplorhine
HNRNPUL2,b_neut,b_free,12,0.835921,0.773,Human
HNRNPUL2,b_neut,b_free,41,0.997015,0.561,Homo-Pan
HNRNPUL2,b_neut,b_free,34,0.002953,0,Primate
HNRNPUL2,b_neut,b_free,39,0.519115,0.386,Great Ape
HNRNPUL2,b_neut,b_free,35,0.17268,0,Haplorhine
HOGA1,b_neut,b_free,12,0.088619,0,Human
HOGA1,b_neut,b_free,41,0.090536,0,Homo-Pan
HOGA1,b_neut,b_free,34,0.332756,0,Primate
HOGA1,b_neut,b_free,39,0.996091,0.564,Great Ape
HOGA1,b_neut,b_free,35,0.040912,0,Haplorhine
HOMER1,b_neut,b_free,12,1,0.612,Human
HOMER1,b_neut,b_free,41,0.496864,0.374,Homo-Pan
HOMER1,b_neut,b_free,34,0.421822,0,Primate
HOMER1,b_neut,b_free,39,0.990492,0,Great Ape
HOMER1,b_neut,b_free,35,0.25662,0,Haplorhine
HOMER2,b_neut,b_free,12,0.001285,0,Human
HOMER2,b_neut,b_free,41,1,0.564,Homo-Pan
HOMER2,b_neut,b_free,34,0.980654,0.684,Primate
HOMER2,b_neut,b_free,39,0.051489,0,Great Ape
HOMER2,b_neut,b_free,35,0.001904,0,Haplorhine
HOMER3,b_neut,b_free,11,0.305681,0.375,Human
HOMER3,b_neut,b_free,38,0.997743,0.612,Homo-Pan
HOMER3,b_neut,b_free,31,0.128492,0.042,Primate
HOMER3,b_neut,b_free,36,0.000284,0,Great Ape
HOMER3,b_neut,b_free,32,0.458893,0.152,Haplorhine
HOMEZ,b_neut,b_free,12,0.161355,0.39,Human
HOMEZ,b_neut,b_free,41,0.978386,0,Homo-Pan
HOMEZ,b_neut,b_free,34,0.062955,0.043,Primate
HOMEZ,b_neut,b_free,39,0.651583,0.507,Great Ape
HOMEZ,b_neut,b_free,35,0.719521,0.743,Haplorhine
HOOK1,b_neut,b_free,12,0.003124,0,Human
HOOK1,b_neut,b_free,41,0.020765,0,Homo-Pan
HOOK1,b_neut,b_free,34,0.758364,0.553,Primate
HOOK1,b_neut,b_free,39,0.749374,0.64,Great Ape
HOOK1,b_neut,b_free,35,0.128437,0.152,Haplorhine
HOOK3,b_neut,b_free,12,0.963606,0,Human
HOOK3,b_neut,b_free,41,0.020826,0,Homo-Pan
HOOK3,b_neut,b_free,34,0.006751,0,Primate
HOOK3,b_neut,b_free,39,0.006071,0,Great Ape
HOOK3,b_neut,b_free,35,0.431007,0.215,Haplorhine
HOPX,b_neut,b_free,12,0.006532,0,Human
HOPX,b_neut,b_free,41,0.998404,19.273,Homo-Pan
HOPX,b_neut,b_free,34,1,0.433,Primate
HOPX,b_neut,b_free,39,1,0.563,Great Ape
HOPX,b_neut,b_free,35,0.514168,999,Haplorhine
HORMAD1,b_neut,b_free,12,0.411761,0.303,Human
HORMAD1,b_neut,b_free,41,0.995487,0.566,Homo-Pan
HORMAD1,b_neut,b_free,34,0.067562,0,Primate
HORMAD1,b_neut,b_free,39,0.003128,0,Great Ape
HORMAD1,b_neut,b_free,35,0.052011,0,Haplorhine
HORMAD2,b_neut,b_free,12,0.005177,0,Human
HORMAD2,b_neut,b_free,41,0.507795,0.385,Homo-Pan
HORMAD2,b_neut,b_free,34,0.678374,0.546,Primate
HORMAD2,b_neut,b_free,39,1,0.282,Great Ape
HORMAD2,b_neut,b_free,35,0.100499,0,Haplorhine
HOXA1,b_neut,b_free,12,0.093849,0.217,Human
HOXA1,b_neut,b_free,41,0.997743,0.571,Homo-Pan
HOXA1,b_neut,b_free,34,0.97359,0.188,Primate
HOXA1,b_neut,b_free,39,0.31011,0,Great Ape
HOXA1,b_neut,b_free,35,0.143183,0.132,Haplorhine
HOXA10,b_neut,b_free,12,0.001605,0.058,Human
HOXA10,b_neut,b_free,41,0.25108,999,Homo-Pan
HOXA10,b_neut,b_free,34,0.077871,0.024,Primate
HOXA10,b_neut,b_free,39,0.586148,112.912,Great Ape
HOXA10,b_neut,b_free,35,0.721914,0,Haplorhine
HOXA11,b_neut,b_free,12,0.998872,0.533,Human
HOXA11,b_neut,b_free,41,0.359921,0.261,Homo-Pan
HOXA11,b_neut,b_free,34,0.51085,506.102,Primate
HOXA11,b_neut,b_free,39,0.505891,999,Great Ape
HOXA11,b_neut,b_free,35,0.389064,0,Haplorhine
HOXA13,b_neut,b_free,12,0.0032,0,Human
HOXA13,b_neut,b_free,41,0.093359,0,Homo-Pan
HOXA13,b_neut,b_free,34,0.000132,0,Primate
HOXA13,b_neut,b_free,39,0.993044,0.589,Great Ape
HOXA13,b_neut,b_free,35,0.991863,77,Haplorhine
HOXA2,b_neut,b_free,12,0.998046,0.545,Human
HOXA2,b_neut,b_free,41,0.446901,26.875,Homo-Pan
HOXA2,b_neut,b_free,34,9e-06,0,Primate
HOXA2,b_neut,b_free,39,0.997236,0.518,Great Ape
HOXA2,b_neut,b_free,35,0.993324,1.357,Haplorhine
HOXA3,b_neut,b_free,12,0.992515,0.989,Human
HOXA3,b_neut,b_free,41,0.450563,0.332,Homo-Pan
HOXA3,b_neut,b_free,34,0.005272,0.045,Primate
HOXA3,b_neut,b_free,39,0.997236,0.564,Great Ape
HOXA3,b_neut,b_free,35,0.014557,0.027,Haplorhine
HOXA4,b_neut,b_free,12,0.234953,0.302,Human
HOXA4,b_neut,b_free,41,0.998404,3.665,Homo-Pan
HOXA4,b_neut,b_free,34,0.006675,0.07,Primate
HOXA4,b_neut,b_free,39,0.996808,0.551,Great Ape
HOXA4,b_neut,b_free,35,0.12506,0.199,Haplorhine
HOXA5,b_neut,b_free,12,0.535544,0.449,Human
HOXA5,b_neut,b_free,41,0.065513,0,Homo-Pan
HOXA5,b_neut,b_free,34,0.234171,0,Primate
HOXA5,b_neut,b_free,39,0.013551,0,Great Ape
HOXA5,b_neut,b_free,35,0.990426,0.343,Haplorhine
HOXA6,b_neut,b_free,12,0.998872,0.564,Human
HOXA6,b_neut,b_free,41,0.998872,0.563,Homo-Pan
HOXA6,b_neut,b_free,34,0.37648,0.163,Primate
HOXA6,b_neut,b_free,39,0.988006,0,Great Ape
HOXA6,b_neut,b_free,35,0.04429,0,Haplorhine
HOXA7,b_neut,b_free,12,0.350364,0.254,Human
HOXA7,b_neut,b_free,41,0.998404,0.574,Homo-Pan
HOXA7,b_neut,b_free,34,1,5.329,Primate
HOXA7,b_neut,b_free,39,0.301042,0.207,Great Ape
HOXA7,b_neut,b_free,35,0.16876,0,Haplorhine
HOXA9,b_neut,b_free,12,0.002867,0,Human
HOXA9,b_neut,b_free,41,0.998872,0.564,Homo-Pan
HOXA9,b_neut,b_free,34,0.001618,0.046,Primate
HOXA9,b_neut,b_free,39,0.093193,0,Great Ape
HOXA9,b_neut,b_free,35,0.207846,0,Haplorhine
HOXB1,b_neut,b_free,12,0.436228,999,Human
HOXB1,b_neut,b_free,41,0.210184,0.193,Homo-Pan
HOXB1,b_neut,b_free,34,0.980953,54.361,Primate
HOXB1,b_neut,b_free,39,0.589606,999,Great Ape
HOXB1,b_neut,b_free,35,0.340328,0,Haplorhine
HOXB13,b_neut,b_free,12,0.004687,0,Human
HOXB13,b_neut,b_free,41,0.101709,0,Homo-Pan
HOXB13,b_neut,b_free,34,0.181434,0.142,Primate
HOXB13,b_neut,b_free,39,0.985332,0,Great Ape
HOXB13,b_neut,b_free,35,0.005165,0.06,Haplorhine
HOXB2,b_neut,b_free,12,0.022311,0,Human
HOXB2,b_neut,b_free,41,0.50562,0.378,Homo-Pan
HOXB2,b_neut,b_free,34,0.14343,0.166,Primate
HOXB2,b_neut,b_free,39,0.039191,0.107,Great Ape
HOXB2,b_neut,b_free,35,0.974925,0,Haplorhine
HOXB3,b_neut,b_free,11,0.357467,0.259,Human
HOXB3,b_neut,b_free,39,0.995082,0.566,Homo-Pan
HOXB3,b_neut,b_free,32,0.378392,0.052,Primate
HOXB3,b_neut,b_free,37,0.094349,0.042,Great Ape
HOXB3,b_neut,b_free,33,0.002349,0,Haplorhine
HOXB4,b_neut,b_free,12,0.500176,999,Human
HOXB4,b_neut,b_free,41,1,0.634,Homo-Pan
HOXB4,b_neut,b_free,34,0.881271,0,Primate
HOXB4,b_neut,b_free,39,0.071845,0,Great Ape
HOXB4,b_neut,b_free,35,0.997477,0.563,Haplorhine
HOXB5,b_neut,b_free,12,0.066258,0,Human
HOXB5,b_neut,b_free,41,0.994589,0.564,Homo-Pan
HOXB5,b_neut,b_free,34,0.019177,0,Primate
HOXB5,b_neut,b_free,39,1,0,Great Ape
HOXB5,b_neut,b_free,35,0.122289,0,Haplorhine
HOXB6,b_neut,b_free,12,0.997743,0.564,Human
HOXB6,b_neut,b_free,41,0.069522,0,Homo-Pan
HOXB6,b_neut,b_free,34,0.524351,0.084,Primate
HOXB6,b_neut,b_free,39,0.990163,0,Great Ape
HOXB6,b_neut,b_free,35,0.276782,0,Haplorhine
HOXB7,b_neut,b_free,12,0.655746,0.567,Human
HOXB7,b_neut,b_free,49,0.087409,0,Homo-Pan
HOXB7,b_neut,b_free,33,0.036772,0.051,Primate
HOXB7,b_neut,b_free,47,0.489441,999,Great Ape
HOXB7,b_neut,b_free,34,0.978953,0,Haplorhine
HOXB8,b_neut,b_free,11,0.059774,0,Human
HOXB8,b_neut,b_free,40,0.998872,0.566,Homo-Pan
HOXB8,b_neut,b_free,33,0.987847,0.573,Primate
HOXB8,b_neut,b_free,38,0.51492,0,Great Ape
HOXB8,b_neut,b_free,34,0.643025,0,Haplorhine
HOXB9,b_neut,b_free,12,0.524661,999,Human
HOXB9,b_neut,b_free,41,0.997477,0.579,Homo-Pan
HOXB9,b_neut,b_free,34,0.466973,0.145,Primate
HOXB9,b_neut,b_free,39,0.997236,0.541,Great Ape
HOXB9,b_neut,b_free,35,0.002887,0,Haplorhine
HOXC10,b_neut,b_free,11,1,0.567,Human
HOXC10,b_neut,b_free,40,0.39782,0.279,Homo-Pan
HOXC10,b_neut,b_free,33,0.040256,0,Primate
HOXC10,b_neut,b_free,38,0.012912,0,Great Ape
HOXC10,b_neut,b_free,34,0.988604,0,Haplorhine
HOXC11,b_neut,b_free,11,0.012921,0.073,Human
HOXC11,b_neut,b_free,40,0.540332,28.601,Homo-Pan
HOXC11,b_neut,b_free,33,0.020704,0.034,Primate
HOXC11,b_neut,b_free,38,0.536147,159.058,Great Ape
HOXC11,b_neut,b_free,34,0.974101,0,Haplorhine
HOXC12,b_neut,b_free,12,0.349877,999,Human
HOXC12,b_neut,b_free,41,0.510593,999,Homo-Pan
HOXC12,b_neut,b_free,34,0.813035,0,Primate
HOXC12,b_neut,b_free,39,0.998872,0.563,Great Ape
HOXC12,b_neut,b_free,35,0.182442,0,Haplorhine
HOXC13,b_neut,b_free,12,0.056249,0,Human
HOXC13,b_neut,b_free,41,0.997015,0.561,Homo-Pan
HOXC13,b_neut,b_free,34,0.001933,0,Primate
HOXC13,b_neut,b_free,39,0.083914,0,Great Ape
HOXC13,b_neut,b_free,35,0.174163,0,Haplorhine
HOXC4,b_neut,b_free,12,0.09256,0,Human
HOXC4,b_neut,b_free,41,1,0.564,Homo-Pan
HOXC4,b_neut,b_free,34,0.315733,0,Primate
HOXC4,b_neut,b_free,39,0.560794,0,Great Ape
HOXC4,b_neut,b_free,35,0.993617,0,Haplorhine
HOXC5,b_neut,b_free,12,0.997477,0.562,Human
HOXC5,b_neut,b_free,41,0.997743,0.569,Homo-Pan
HOXC5,b_neut,b_free,34,0.032303,0,Primate
HOXC5,b_neut,b_free,39,0.996432,0.327,Great Ape
HOXC5,b_neut,b_free,35,0.976174,0,Haplorhine
HOXC6,b_neut,b_free,12,0.169204,0.564,Human
HOXC6,b_neut,b_free,41,0.169204,0.564,Homo-Pan
HOXC6,b_neut,b_free,34,1,0.552,Primate
HOXC6,b_neut,b_free,39,0.593402,0,Great Ape
HOXC6,b_neut,b_free,35,0.993617,0.304,Haplorhine
HOXC8,b_neut,b_free,12,0.239252,0.267,Human
HOXC8,b_neut,b_free,41,1,0.565,Homo-Pan
HOXC8,b_neut,b_free,34,0.006798,0,Primate
HOXC8,b_neut,b_free,39,0.81298,0.563,Great Ape
HOXC8,b_neut,b_free,35,0.995487,0.557,Haplorhine
HOXC9,b_neut,b_free,11,0.054699,0,Human
HOXC9,b_neut,b_free,40,0.006876,0,Homo-Pan
HOXC9,b_neut,b_free,33,0.521966,0,Primate
HOXC9,b_neut,b_free,38,0.983924,0,Great Ape
HOXC9,b_neut,b_free,34,0.010521,0,Haplorhine
HOXD1,b_neut,b_free,12,0.102387,0.144,Human
HOXD1,b_neut,b_free,41,0.095812,0,Homo-Pan
HOXD1,b_neut,b_free,34,0.005587,0,Primate
HOXD1,b_neut,b_free,39,0.299944,0.337,Great Ape
HOXD1,b_neut,b_free,35,0.751983,0,Haplorhine
HOXD10,b_neut,b_free,12,1,0,Human
HOXD10,b_neut,b_free,41,0.205885,0.562,Homo-Pan
HOXD10,b_neut,b_free,34,0.00287,0,Primate
HOXD10,b_neut,b_free,39,0.995082,0.519,Great Ape
HOXD10,b_neut,b_free,35,0.982018,0,Haplorhine
HOXD12,b_neut,b_free,12,0.015467,0,Human
HOXD12,b_neut,b_free,41,1,0.568,Homo-Pan
HOXD12,b_neut,b_free,34,0.087177,0.153,Primate
HOXD12,b_neut,b_free,39,0.475812,999,Great Ape
HOXD12,b_neut,b_free,35,0.123131,0.146,Haplorhine
HOXD13,b_neut,b_free,12,0.000684,0,Human
HOXD13,b_neut,b_free,41,0.997477,0.564,Homo-Pan
HOXD13,b_neut,b_free,34,0.003322,0,Primate
HOXD13,b_neut,b_free,39,0.992864,0.551,Great Ape
HOXD13,b_neut,b_free,35,0.005743,0,Haplorhine
HOXD3,b_neut,b_free,12,0.03641,0.111,Human
HOXD3,b_neut,b_free,41,1,0.581,Homo-Pan
HOXD3,b_neut,b_free,34,9e-06,0.018,Primate
HOXD3,b_neut,b_free,39,0.997477,0.591,Great Ape
HOXD3,b_neut,b_free,35,0.651373,0.203,Haplorhine
HOXD4,b_neut,b_free,12,0.29522,999,Human
HOXD4,b_neut,b_free,41,1,0.565,Homo-Pan
HOXD4,b_neut,b_free,34,0.001903,0.03,Primate
HOXD4,b_neut,b_free,39,0.992515,0,Great Ape
HOXD4,b_neut,b_free,35,0.051346,0,Haplorhine
HOXD8,b_neut,b_free,12,0.444793,999,Human
HOXD8,b_neut,b_free,41,0.444701,494.81,Homo-Pan
HOXD8,b_neut,b_free,34,0.002691,0,Primate
HOXD8,b_neut,b_free,39,0.343974,74.467,Great Ape
HOXD8,b_neut,b_free,35,0.056818,0,Haplorhine
HOXD9,b_neut,b_free,12,0.365579,9.205,Human
HOXD9,b_neut,b_free,41,1,0.57,Homo-Pan
HOXD9,b_neut,b_free,34,0.730551,4.052,Primate
HOXD9,b_neut,b_free,39,0.985639,0,Great Ape
HOXD9,b_neut,b_free,35,0.094005,0.033,Haplorhine
HP,b_neut,b_free,12,0.048957,0.378,Human
HP,b_neut,b_free,41,0.027869,0,Homo-Pan
HP,b_neut,b_free,34,0.094118,999,Primate
HP,b_neut,b_free,39,0.99563,0.519,Great Ape
HP,b_neut,b_free,35,0.439352,0.319,Haplorhine
HP1BP3,b_neut,b_free,12,0.117672,0,Human
HP1BP3,b_neut,b_free,41,0.326813,0,Homo-Pan
HP1BP3,b_neut,b_free,34,0.002543,0,Primate
HP1BP3,b_neut,b_free,39,0.959884,0,Great Ape
HP1BP3,b_neut,b_free,35,0.242765,0.136,Haplorhine
HPCA,b_neut,b_free,12,1,0.458,Human
HPCA,b_neut,b_free,41,0.048463,0,Homo-Pan
HPCA,b_neut,b_free,34,0.180151,0,Primate
HPCA,b_neut,b_free,39,0.971172,0,Great Ape
HPCA,b_neut,b_free,35,0.994137,0.762,Haplorhine
HPCAL1,b_neut,b_free,12,0.138335,0.101,Human
HPCAL1,b_neut,b_free,41,0.977662,0,Homo-Pan
HPCAL1,b_neut,b_free,34,0.083874,0,Primate
HPCAL1,b_neut,b_free,39,0.996091,0.546,Great Ape
HPCAL1,b_neut,b_free,35,0.139952,0,Haplorhine
HPCAL4,b_neut,b_free,12,0.996432,0.565,Human
HPCAL4,b_neut,b_free,41,0.98689,0.563,Homo-Pan
HPCAL4,b_neut,b_free,34,0.971887,0,Primate
HPCAL4,b_neut,b_free,39,0.972343,0,Great Ape
HPCAL4,b_neut,b_free,35,0.017766,0,Haplorhine
HPD,b_neut,b_free,12,0.208364,0.271,Human
HPD,b_neut,b_free,41,0.040139,0,Homo-Pan
HPD,b_neut,b_free,34,0.073805,0.086,Primate
HPD,b_neut,b_free,39,0.580879,999,Great Ape
HPD,b_neut,b_free,35,0.446968,0.124,Haplorhine
HPDL,b_neut,b_free,12,0.148417,0.181,Human
HPDL,b_neut,b_free,41,1,0.623,Homo-Pan
HPDL,b_neut,b_free,34,0.000408,0.058,Primate
HPDL,b_neut,b_free,39,0.001337,0,Great Ape
HPDL,b_neut,b_free,35,0.746699,0.147,Haplorhine
HPF1,b_neut,b_free,12,0.95451,0.936,Human
HPF1,b_neut,b_free,41,0.993518,0.295,Homo-Pan
HPF1,b_neut,b_free,34,0.066516,0.185,Primate
HPF1,b_neut,b_free,39,0.98883,0,Great Ape
HPF1,b_neut,b_free,35,0.001462,0,Haplorhine
HPGD,b_neut,b_free,12,0.099456,0,Human
HPGD,b_neut,b_free,41,0.997236,0.574,Homo-Pan
HPGD,b_neut,b_free,34,0.980296,0,Primate
HPGD,b_neut,b_free,39,0.67058,0,Great Ape
HPGD,b_neut,b_free,35,0.231597,999,Haplorhine
HPGDS,b_neut,b_free,12,0.144959,0.178,Human
HPGDS,b_neut,b_free,41,0.021978,0,Homo-Pan
HPGDS,b_neut,b_free,34,0.568077,999,Primate
HPGDS,b_neut,b_free,39,0.554063,999,Great Ape
HPGDS,b_neut,b_free,35,0.507249,0.249,Haplorhine
HPN,b_neut,b_free,12,0.086879,0,Human
HPN,b_neut,b_free,41,0.582598,999,Homo-Pan
HPN,b_neut,b_free,34,0.003168,0.044,Primate
HPN,b_neut,b_free,39,0.71159,0,Great Ape
HPN,b_neut,b_free,35,0.042919,0.049,Haplorhine
HPRT1,b_neut,b_free,12,0.998404,0.564,Human
HPRT1,b_neut,b_free,41,0.998404,0.562,Homo-Pan
HPRT1,b_neut,b_free,34,0.058989,0,Primate
HPRT1,b_neut,b_free,39,0.998404,0.528,Great Ape
HPRT1,b_neut,b_free,35,0.704268,0.285,Haplorhine
HPS1,b_neut,b_free,12,0.598022,0.509,Human
HPS1,b_neut,b_free,41,0.592648,999,Homo-Pan
HPS1,b_neut,b_free,34,0.011695,0.135,Primate
HPS1,b_neut,b_free,39,0.004947,0.079,Great Ape
HPS1,b_neut,b_free,35,0.026615,0.124,Haplorhine
HPS3,b_neut,b_free,12,0.083352,0.271,Human
HPS3,b_neut,b_free,41,0.407292,999,Homo-Pan
HPS3,b_neut,b_free,34,0.027613,0.201,Primate
HPS3,b_neut,b_free,39,0.046964,0.223,Great Ape
HPS3,b_neut,b_free,35,0.320844,0.302,Haplorhine
HPS4,b_neut,b_free,12,0.358804,0.532,Human
HPS4,b_neut,b_free,41,0.031058,0,Homo-Pan
HPS4,b_neut,b_free,34,0.1417,0.466,Primate
HPS4,b_neut,b_free,39,0.26357,0.23,Great Ape
HPS4,b_neut,b_free,35,0.393894,0.489,Haplorhine
HPS5,b_neut,b_free,12,0.000286,0.111,Human
HPS5,b_neut,b_free,41,0.016961,0,Homo-Pan
HPS5,b_neut,b_free,34,0.003028,0.179,Primate
HPS5,b_neut,b_free,39,0.289814,378.501,Great Ape
HPS5,b_neut,b_free,35,0.599723,0.543,Haplorhine
HPS6,b_neut,b_free,12,0.013151,0.158,Human
HPS6,b_neut,b_free,41,0.385915,999,Homo-Pan
HPS6,b_neut,b_free,34,0.56645,0.514,Primate
HPS6,b_neut,b_free,39,0.058361,0.187,Great Ape
HPS6,b_neut,b_free,35,0.555819,0.462,Haplorhine
HPSE,b_neut,b_free,12,0.619234,1.701,Human
HPSE,b_neut,b_free,41,0.193925,0.213,Homo-Pan
HPSE,b_neut,b_free,34,0.07602,0.256,Primate
HPSE,b_neut,b_free,39,0.0093,0,Great Ape
HPSE,b_neut,b_free,35,0.162337,0.386,Haplorhine
HPSE2,b_neut,b_free,12,1,0.57,Human
HPSE2,b_neut,b_free,41,0.993421,68.486,Homo-Pan
HPSE2,b_neut,b_free,34,0.507867,0.375,Primate
HPSE2,b_neut,b_free,39,0.347867,0,Great Ape
HPSE2,b_neut,b_free,35,0.005281,0,Haplorhine
HPX,b_neut,b_free,12,0.530105,0.405,Human
HPX,b_neut,b_free,41,0.410388,999,Homo-Pan
HPX,b_neut,b_free,34,0.159013,0.318,Primate
HPX,b_neut,b_free,39,0.400672,999,Great Ape
HPX,b_neut,b_free,35,0.862318,0.773,Haplorhine
HR,b_neut,b_free,12,0.079605,0.463,Human
HR,b_neut,b_free,41,0.149685,0,Homo-Pan
HR,b_neut,b_free,34,2e-06,0.104,Primate
HR,b_neut,b_free,39,0.49476,999,Great Ape
HR,b_neut,b_free,35,0.264186,0.409,Haplorhine
HRAS,b_neut,b_free,12,0.000229,0,Human
HRAS,b_neut,b_free,41,0.989782,0,Homo-Pan
HRAS,b_neut,b_free,34,0.011644,0,Primate
HRAS,b_neut,b_free,39,0.983806,0,Great Ape
HRAS,b_neut,b_free,35,0.032092,0,Haplorhine
HRC,b_neut,b_free,12,0.626671,1.473,Human
HRC,b_neut,b_free,41,0.085097,0.286,Homo-Pan
HRC,b_neut,b_free,34,0.220858,0.404,Primate
HRC,b_neut,b_free,39,0.780411,1.37,Great Ape
HRC,b_neut,b_free,35,0.603698,1.558,Haplorhine
HRCT1,b_neut,b_free,11,0.10927,0,Human
HRCT1,b_neut,b_free,40,1,1.213,Homo-Pan
HRCT1,b_neut,b_free,33,0.088547,0.17,Primate
HRCT1,b_neut,b_free,38,0.699453,999,Great Ape
HRCT1,b_neut,b_free,34,0.998404,0.58,Haplorhine
HRG,b_neut,b_free,12,0.439385,0.546,Human
HRG,b_neut,b_free,41,0.972458,0,Homo-Pan
HRG,b_neut,b_free,34,0.013861,0.218,Primate
HRG,b_neut,b_free,39,0.712153,0.739,Great Ape
HRG,b_neut,b_free,35,0.898316,1.114,Haplorhine
HRH1,b_neut,b_free,12,0.116366,0.319,Human
HRH1,b_neut,b_free,41,0.997477,0.564,Homo-Pan
HRH1,b_neut,b_free,34,0.221773,0.19,Primate
HRH1,b_neut,b_free,39,0.084199,0,Great Ape
HRH1,b_neut,b_free,35,0.509604,0.445,Haplorhine
HRH2,b_neut,b_free,12,1,0.564,Human
HRH2,b_neut,b_free,41,0.012777,0,Homo-Pan
HRH2,b_neut,b_free,34,0.448657,999,Primate
HRH2,b_neut,b_free,39,0.99563,0.57,Great Ape
HRH2,b_neut,b_free,35,0.043251,0.107,Haplorhine
HRH3,b_neut,b_free,12,0.045691,0.09,Human
HRH3,b_neut,b_free,41,0.591271,0.401,Homo-Pan
HRH3,b_neut,b_free,34,0.725254,999,Primate
HRH3,b_neut,b_free,39,2.8e-05,0,Great Ape
HRH3,b_neut,b_free,35,0.196073,0.027,Haplorhine
HRH4,b_neut,b_free,12,0.113698,999,Human
HRH4,b_neut,b_free,41,0.994137,0,Homo-Pan
HRH4,b_neut,b_free,34,0.611672,1.827,Primate
HRH4,b_neut,b_free,39,0.854026,1.241,Great Ape
HRH4,b_neut,b_free,35,0.799675,0.728,Haplorhine
HRNR,b_neut,b_free,12,0.135489,0.807,Human
HRNR,b_neut,b_free,41,0.009022,0.529,Homo-Pan
HRNR,b_neut,b_free,34,0,0.131,Primate
HRNR,b_neut,b_free,39,0.588326,0.802,Great Ape
HRNR,b_neut,b_free,35,0,0.131,Haplorhine
HS1BP3,b_neut,b_free,12,0.055966,0.267,Human
HS1BP3,b_neut,b_free,41,0.450352,999,Homo-Pan
HS1BP3,b_neut,b_free,34,0.881874,0.838,Primate
HS1BP3,b_neut,b_free,39,0.045614,0,Great Ape
HS1BP3,b_neut,b_free,35,0.949045,0.82,Haplorhine
HS2ST1,b_neut,b_free,12,0.102845,0,Human
HS2ST1,b_neut,b_free,41,0.102682,0,Homo-Pan
HS2ST1,b_neut,b_free,34,0.013265,0,Primate
HS2ST1,b_neut,b_free,39,0.103761,0,Great Ape
HS2ST1,b_neut,b_free,35,0.302849,0,Haplorhine
HS3ST1,b_neut,b_free,12,0.002375,0.053,Human
HS3ST1,b_neut,b_free,41,0.000241,0,Homo-Pan
HS3ST1,b_neut,b_free,34,0.659552,999,Primate
HS3ST1,b_neut,b_free,39,0.022039,0,Great Ape
HS3ST1,b_neut,b_free,35,0.140356,0.081,Haplorhine
HS3ST2,b_neut,b_free,12,6e-05,0,Human
HS3ST2,b_neut,b_free,41,0.081229,0,Homo-Pan
HS3ST2,b_neut,b_free,34,0.062266,0,Primate
HS3ST2,b_neut,b_free,39,0.095979,0,Great Ape
HS3ST2,b_neut,b_free,35,0.522069,0,Haplorhine
HS3ST3A1,b_neut,b_free,12,0.975829,0,Human
HS3ST3A1,b_neut,b_free,41,0.096538,0.142,Homo-Pan
HS3ST3A1,b_neut,b_free,34,0.572159,0,Primate
HS3ST3A1,b_neut,b_free,39,0.262338,0.148,Great Ape
HS3ST3A1,b_neut,b_free,35,0.001159,0.083,Haplorhine
HS3ST3B1,b_neut,b_free,12,0.059336,0.074,Human
HS3ST3B1,b_neut,b_free,40,0.124084,0,Homo-Pan
