gene,null_model,alt_model,species,p,branch
MAP3K1,bsA1,bsA,34,1,Primate
MAP3K1,bsA1,bsA,39,1,Great Ape
MAP3K1,bsA1,bsA,35,0.997015,Haplorhine
MAP3K10,bsA1,bsA,12,0.997743,Human
MAP3K10,bsA1,bsA,41,1,Homo-Pan
MAP3K10,bsA1,bsA,34,1,Primate
MAP3K10,bsA1,bsA,39,1,Great Ape
MAP3K10,bsA1,bsA,35,0.998046,Haplorhine
MAP3K11,bsA1,bsA,12,0.593042,Human
MAP3K11,bsA1,bsA,41,1,Homo-Pan
MAP3K11,bsA1,bsA,34,1,Primate
MAP3K11,bsA1,bsA,39,0.98263,Great Ape
MAP3K11,bsA1,bsA,35,1,Haplorhine
MAP3K12,bsA1,bsA,12,0.998872,Human
MAP3K12,bsA1,bsA,41,0.996091,Homo-Pan
MAP3K12,bsA1,bsA,34,0.996258,Primate
MAP3K12,bsA1,bsA,39,1,Great Ape
MAP3K12,bsA1,bsA,35,0.994707,Haplorhine
MAP3K13,bsA1,bsA,12,1,Human
MAP3K13,bsA1,bsA,41,0.998872,Homo-Pan
MAP3K13,bsA1,bsA,34,1,Primate
MAP3K13,bsA1,bsA,39,1,Great Ape
MAP3K13,bsA1,bsA,35,0.919155,Haplorhine
MAP3K14,bsA1,bsA,12,0.746786,Human
MAP3K14,bsA1,bsA,41,1,Homo-Pan
MAP3K14,bsA1,bsA,34,0.996091,Primate
MAP3K14,bsA1,bsA,39,0.99563,Great Ape
MAP3K14,bsA1,bsA,35,0.369642,Haplorhine
MAP3K15,bsA1,bsA,12,0.99382,Human
MAP3K15,bsA1,bsA,41,1,Homo-Pan
MAP3K15,bsA1,bsA,34,1,Primate
MAP3K15,bsA1,bsA,39,0.961435,Great Ape
MAP3K15,bsA1,bsA,35,1,Haplorhine
MAP3K19,bsA1,bsA,12,0.998872,Human
MAP3K19,bsA1,bsA,41,0.016383,Homo-Pan
MAP3K19,bsA1,bsA,34,1,Primate
MAP3K19,bsA1,bsA,39,0.257811,Great Ape
MAP3K19,bsA1,bsA,35,1,Haplorhine
MAP3K2,bsA1,bsA,12,1,Human
MAP3K2,bsA1,bsA,41,1,Homo-Pan
MAP3K2,bsA1,bsA,34,1,Primate
MAP3K2,bsA1,bsA,39,1,Great Ape
MAP3K2,bsA1,bsA,35,0.998404,Haplorhine
MAP3K20,bsA1,bsA,12,0.998872,Human
MAP3K20,bsA1,bsA,41,0.992431,Homo-Pan
MAP3K20,bsA1,bsA,34,1,Primate
MAP3K20,bsA1,bsA,39,0.997477,Great Ape
MAP3K20,bsA1,bsA,35,0.940721,Haplorhine
MAP3K21,bsA1,bsA,12,0.998404,Human
MAP3K21,bsA1,bsA,41,1,Homo-Pan
MAP3K21,bsA1,bsA,34,1,Primate
MAP3K21,bsA1,bsA,39,1,Great Ape
MAP3K21,bsA1,bsA,35,0.998404,Haplorhine
MAP3K3,bsA1,bsA,12,1,Human
MAP3K3,bsA1,bsA,41,0.998046,Homo-Pan
MAP3K3,bsA1,bsA,34,1,Primate
MAP3K3,bsA1,bsA,39,1,Great Ape
MAP3K3,bsA1,bsA,35,1,Haplorhine
MAP3K4,bsA1,bsA,12,0.987086,Human
MAP3K4,bsA1,bsA,41,0.986649,Homo-Pan
MAP3K4,bsA1,bsA,34,0.998046,Primate
MAP3K4,bsA1,bsA,39,0.970886,Great Ape
MAP3K4,bsA1,bsA,35,0.979598,Haplorhine
MAP3K5,bsA1,bsA,12,0.99563,Human
MAP3K5,bsA1,bsA,41,1,Homo-Pan
MAP3K5,bsA1,bsA,34,0.993617,Primate
MAP3K5,bsA1,bsA,39,1,Great Ape
MAP3K5,bsA1,bsA,35,1,Haplorhine
MAP3K6,bsA1,bsA,12,0.997236,Human
MAP3K6,bsA1,bsA,41,1,Homo-Pan
MAP3K6,bsA1,bsA,34,0.988945,Primate
MAP3K6,bsA1,bsA,39,1,Great Ape
MAP3K6,bsA1,bsA,35,1,Haplorhine
MAP3K7,bsA1,bsA,12,0.998046,Human
MAP3K7,bsA1,bsA,41,0.988773,Homo-Pan
MAP3K7,bsA1,bsA,34,0.998046,Primate
MAP3K7,bsA1,bsA,39,1,Great Ape
MAP3K7,bsA1,bsA,35,1,Haplorhine
MAP3K7CL,bsA1,bsA,12,0.403801,Human
MAP3K7CL,bsA1,bsA,41,1,Homo-Pan
MAP3K7CL,bsA1,bsA,34,0.408347,Primate
MAP3K7CL,bsA1,bsA,39,0.992264,Great Ape
MAP3K7CL,bsA1,bsA,35,1,Haplorhine
MAP3K8,bsA1,bsA,12,1,Human
MAP3K8,bsA1,bsA,41,1,Homo-Pan
MAP3K8,bsA1,bsA,34,1,Primate
MAP3K8,bsA1,bsA,39,1,Great Ape
MAP3K8,bsA1,bsA,35,1,Haplorhine
MAP3K9,bsA1,bsA,12,1,Human
MAP3K9,bsA1,bsA,41,1,Homo-Pan
MAP3K9,bsA1,bsA,34,1,Primate
MAP3K9,bsA1,bsA,39,0.812015,Great Ape
MAP3K9,bsA1,bsA,35,0.368176,Haplorhine
MAP4,bsA1,bsA,12,0.998404,Human
MAP4,bsA1,bsA,41,1,Homo-Pan
MAP4,bsA1,bsA,34,0.444688,Primate
MAP4,bsA1,bsA,39,1,Great Ape
MAP4,bsA1,bsA,35,1,Haplorhine
MAP4K1,bsA1,bsA,12,0.997015,Human
MAP4K1,bsA1,bsA,41,0.997743,Homo-Pan
MAP4K1,bsA1,bsA,34,1,Primate
MAP4K1,bsA1,bsA,39,1,Great Ape
MAP4K1,bsA1,bsA,35,1,Haplorhine
MAP4K3,bsA1,bsA,12,0.640153,Human
MAP4K3,bsA1,bsA,41,0.998404,Homo-Pan
MAP4K3,bsA1,bsA,34,0.995487,Primate
MAP4K3,bsA1,bsA,39,0.996615,Great Ape
MAP4K3,bsA1,bsA,35,1,Haplorhine
MAP4K4,bsA1,bsA,12,1,Human
MAP4K4,bsA1,bsA,41,1,Homo-Pan
MAP4K4,bsA1,bsA,34,0.998046,Primate
MAP4K4,bsA1,bsA,39,0.996432,Great Ape
MAP4K4,bsA1,bsA,35,0.992021,Haplorhine
MAP4K5,bsA1,bsA,12,0.997236,Human
MAP4K5,bsA1,bsA,41,0.995348,Homo-Pan
MAP4K5,bsA1,bsA,34,0.940178,Primate
MAP4K5,bsA1,bsA,39,0.997015,Great Ape
MAP4K5,bsA1,bsA,35,0.994358,Haplorhine
MAP6,bsA1,bsA,12,1,Human
MAP6,bsA1,bsA,41,0.300177,Homo-Pan
MAP6,bsA1,bsA,34,1,Primate
MAP6,bsA1,bsA,39,0.998404,Great Ape
MAP6,bsA1,bsA,35,1,Haplorhine
MAP6D1,bsA1,bsA,12,1,Human
MAP6D1,bsA1,bsA,41,0.488455,Homo-Pan
MAP6D1,bsA1,bsA,34,1,Primate
MAP6D1,bsA1,bsA,39,1,Great Ape
MAP6D1,bsA1,bsA,35,1,Haplorhine
MAP7,bsA1,bsA,12,0.571208,Human
MAP7,bsA1,bsA,41,1,Homo-Pan
MAP7,bsA1,bsA,34,1,Primate
MAP7,bsA1,bsA,39,1,Great Ape
MAP7,bsA1,bsA,35,1,Haplorhine
MAP7D1,bsA1,bsA,12,0.598915,Human
MAP7D1,bsA1,bsA,41,0.998872,Homo-Pan
MAP7D1,bsA1,bsA,34,0.998872,Primate
MAP7D1,bsA1,bsA,39,0.498314,Great Ape
MAP7D1,bsA1,bsA,35,0.997743,Haplorhine
MAP7D2,bsA1,bsA,12,0.998404,Human
MAP7D2,bsA1,bsA,41,1,Homo-Pan
MAP7D2,bsA1,bsA,34,1,Primate
MAP7D2,bsA1,bsA,39,0.779497,Great Ape
MAP7D2,bsA1,bsA,35,1,Haplorhine
MAP7D3,bsA1,bsA,12,0.07755,Human
MAP7D3,bsA1,bsA,41,0.205908,Homo-Pan
MAP7D3,bsA1,bsA,34,1,Primate
MAP7D3,bsA1,bsA,39,1,Great Ape
MAP7D3,bsA1,bsA,35,0.215402,Haplorhine
MAP9,bsA1,bsA,12,0.585087,Human
MAP9,bsA1,bsA,41,1,Homo-Pan
MAP9,bsA1,bsA,34,0.987743,Primate
MAP9,bsA1,bsA,39,1,Great Ape
MAP9,bsA1,bsA,35,1,Haplorhine
MAPK1,bsA1,bsA,12,1,Human
MAPK1,bsA1,bsA,41,1,Homo-Pan
MAPK1,bsA1,bsA,34,1,Primate
MAPK1,bsA1,bsA,39,1,Great Ape
MAPK1,bsA1,bsA,35,1,Haplorhine
MAPK10,bsA1,bsA,12,1,Human
MAPK10,bsA1,bsA,41,0.616062,Homo-Pan
MAPK10,bsA1,bsA,34,1,Primate
MAPK10,bsA1,bsA,39,1,Great Ape
MAPK10,bsA1,bsA,35,0.998872,Haplorhine
MAPK11,bsA1,bsA,12,0.992182,Human
MAPK11,bsA1,bsA,41,1,Homo-Pan
MAPK11,bsA1,bsA,34,1,Primate
MAPK11,bsA1,bsA,39,1,Great Ape
MAPK11,bsA1,bsA,35,1,Haplorhine
MAPK12,bsA1,bsA,12,0.678376,Human
MAPK12,bsA1,bsA,41,1,Homo-Pan
MAPK12,bsA1,bsA,34,1,Primate
MAPK12,bsA1,bsA,39,1,Great Ape
MAPK12,bsA1,bsA,35,1,Haplorhine
MAPK13,bsA1,bsA,12,0.484357,Human
MAPK13,bsA1,bsA,41,0.986135,Homo-Pan
MAPK13,bsA1,bsA,34,1,Primate
MAPK13,bsA1,bsA,39,1,Great Ape
MAPK13,bsA1,bsA,35,1,Haplorhine
MAPK14,bsA1,bsA,12,1,Human
MAPK14,bsA1,bsA,41,1,Homo-Pan
MAPK14,bsA1,bsA,34,1,Primate
MAPK14,bsA1,bsA,39,1,Great Ape
MAPK14,bsA1,bsA,35,0.988887,Haplorhine
MAPK15,bsA1,bsA,12,1,Human
MAPK15,bsA1,bsA,41,0.476437,Homo-Pan
MAPK15,bsA1,bsA,34,1,Primate
MAPK15,bsA1,bsA,39,1,Great Ape
MAPK15,bsA1,bsA,35,0.957845,Haplorhine
MAPK1IP1L,bsA1,bsA,12,1,Human
MAPK1IP1L,bsA1,bsA,41,0.998404,Homo-Pan
MAPK1IP1L,bsA1,bsA,34,1,Primate
MAPK1IP1L,bsA1,bsA,39,1,Great Ape
MAPK1IP1L,bsA1,bsA,35,1,Haplorhine
MAPK3,bsA1,bsA,12,1,Human
MAPK3,bsA1,bsA,41,1,Homo-Pan
MAPK3,bsA1,bsA,34,1,Primate
MAPK3,bsA1,bsA,39,1,Great Ape
MAPK3,bsA1,bsA,35,1,Haplorhine
MAPK4,bsA1,bsA,12,1,Human
MAPK4,bsA1,bsA,41,1,Homo-Pan
MAPK4,bsA1,bsA,34,1,Primate
MAPK4,bsA1,bsA,39,0.998872,Great Ape
MAPK4,bsA1,bsA,35,1,Haplorhine
MAPK6,bsA1,bsA,12,1,Human
MAPK6,bsA1,bsA,41,1,Homo-Pan
MAPK6,bsA1,bsA,34,0.989845,Primate
MAPK6,bsA1,bsA,39,1,Great Ape
MAPK6,bsA1,bsA,35,0.997015,Haplorhine
MAPK7,bsA1,bsA,12,1,Human
MAPK7,bsA1,bsA,41,1,Homo-Pan
MAPK7,bsA1,bsA,34,1,Primate
MAPK7,bsA1,bsA,39,0.998046,Great Ape
MAPK7,bsA1,bsA,35,1,Haplorhine
MAPK8,bsA1,bsA,12,0.998872,Human
MAPK8,bsA1,bsA,41,0.998872,Homo-Pan
MAPK8,bsA1,bsA,34,1,Primate
MAPK8,bsA1,bsA,39,0.996808,Great Ape
MAPK8,bsA1,bsA,35,0.990359,Haplorhine
MAPK8IP1,bsA1,bsA,12,1,Human
MAPK8IP1,bsA1,bsA,41,1,Homo-Pan
MAPK8IP1,bsA1,bsA,34,0.998404,Primate
MAPK8IP1,bsA1,bsA,39,0.998046,Great Ape
MAPK8IP1,bsA1,bsA,35,1,Haplorhine
MAPK8IP2,bsA1,bsA,12,1,Human
MAPK8IP2,bsA1,bsA,41,0.997743,Homo-Pan
MAPK8IP2,bsA1,bsA,34,0.995213,Primate
MAPK8IP2,bsA1,bsA,39,1,Great Ape
MAPK8IP2,bsA1,bsA,35,1,Haplorhine
MAPK8IP3,bsA1,bsA,12,0.97792,Human
MAPK8IP3,bsA1,bsA,41,0.972854,Homo-Pan
MAPK8IP3,bsA1,bsA,34,0.998872,Primate
MAPK8IP3,bsA1,bsA,39,1,Great Ape
MAPK8IP3,bsA1,bsA,35,0.980263,Haplorhine
MAPK9,bsA1,bsA,12,1,Human
MAPK9,bsA1,bsA,41,1,Homo-Pan
MAPK9,bsA1,bsA,34,1,Primate
MAPK9,bsA1,bsA,39,1,Great Ape
MAPK9,bsA1,bsA,35,1,Haplorhine
MAPKAP1,bsA1,bsA,12,1,Human
MAPKAP1,bsA1,bsA,41,1,Homo-Pan
MAPKAP1,bsA1,bsA,34,1,Primate
MAPKAP1,bsA1,bsA,39,0.996615,Great Ape
MAPKAP1,bsA1,bsA,35,1,Haplorhine
MAPKAPK2,bsA1,bsA,12,1,Human
MAPKAPK2,bsA1,bsA,41,1,Homo-Pan
MAPKAPK2,bsA1,bsA,34,0.699023,Primate
MAPKAPK2,bsA1,bsA,39,1,Great Ape
MAPKAPK2,bsA1,bsA,35,0.040398,Haplorhine
MAPKAPK3,bsA1,bsA,12,1,Human
MAPKAPK3,bsA1,bsA,41,1,Homo-Pan
MAPKAPK3,bsA1,bsA,34,1,Primate
MAPKAPK3,bsA1,bsA,39,1,Great Ape
MAPKAPK3,bsA1,bsA,35,1,Haplorhine
MAPKAPK5,bsA1,bsA,12,1,Human
MAPKAPK5,bsA1,bsA,41,0.856656,Homo-Pan
MAPKAPK5,bsA1,bsA,34,0.998404,Primate
MAPKAPK5,bsA1,bsA,39,1,Great Ape
MAPKAPK5,bsA1,bsA,35,0.998872,Haplorhine
MAPKBP1,bsA1,bsA,12,1,Human
MAPKBP1,bsA1,bsA,41,1,Homo-Pan
MAPKBP1,bsA1,bsA,34,0.007046,Primate
MAPKBP1,bsA1,bsA,39,0.811627,Great Ape
MAPKBP1,bsA1,bsA,35,1,Haplorhine
MAPRE1,bsA1,bsA,12,1,Human
MAPRE1,bsA1,bsA,41,0.413769,Homo-Pan
MAPRE1,bsA1,bsA,34,1,Primate
MAPRE1,bsA1,bsA,39,1,Great Ape
MAPRE1,bsA1,bsA,35,1,Haplorhine
MAPRE2,bsA1,bsA,12,0.037297,Human
MAPRE2,bsA1,bsA,41,1,Homo-Pan
MAPRE2,bsA1,bsA,34,0.037297,Primate
MAPRE2,bsA1,bsA,39,1,Great Ape
MAPRE2,bsA1,bsA,35,1,Haplorhine
MAPRE3,bsA1,bsA,12,1,Human
MAPRE3,bsA1,bsA,41,1,Homo-Pan
MAPRE3,bsA1,bsA,34,0.997015,Primate
MAPRE3,bsA1,bsA,39,1,Great Ape
MAPRE3,bsA1,bsA,35,1,Haplorhine
MAPT,bsA1,bsA,12,1,Human
MAPT,bsA1,bsA,41,0.267154,Homo-Pan
MAPT,bsA1,bsA,34,1,Primate
MAPT,bsA1,bsA,39,0.997015,Great Ape
MAPT,bsA1,bsA,35,1,Haplorhine
MARCH8,bsA1,bsA,12,0.714524,Human
MARCH8,bsA1,bsA,41,1,Homo-Pan
MARCH8,bsA1,bsA,34,1,Primate
MARCH8,bsA1,bsA,39,1,Great Ape
MARCH8,bsA1,bsA,35,1,Haplorhine
MARCKS,bsA1,bsA,12,0.998404,Human
MARCKS,bsA1,bsA,41,1,Homo-Pan
MARCKS,bsA1,bsA,34,1,Primate
MARCKS,bsA1,bsA,39,1,Great Ape
MARCKS,bsA1,bsA,35,1,Haplorhine
MARCKSL1,bsA1,bsA,11,1,Human
MARCKSL1,bsA1,bsA,40,1,Homo-Pan
MARCKSL1,bsA1,bsA,33,1,Primate
MARCKSL1,bsA1,bsA,38,1,Great Ape
MARCKSL1,bsA1,bsA,34,1,Haplorhine
MARCO,bsA1,bsA,12,1,Human
MARCO,bsA1,bsA,41,1,Homo-Pan
MARCO,bsA1,bsA,34,1,Primate
MARCO,bsA1,bsA,39,1,Great Ape
MARCO,bsA1,bsA,35,0.148147,Haplorhine
MARCOL,bsA1,bsA,12,1,Human
MARCOL,bsA1,bsA,41,1,Homo-Pan
MARCOL,bsA1,bsA,34,0.864221,Primate
MARCOL,bsA1,bsA,39,1,Great Ape
MARCOL,bsA1,bsA,35,1,Haplorhine
MARF1,bsA1,bsA,12,0.994829,Human
MARF1,bsA1,bsA,41,0.850273,Homo-Pan
MARF1,bsA1,bsA,34,0.993518,Primate
MARF1,bsA1,bsA,39,0.998404,Great Ape
MARF1,bsA1,bsA,35,1,Haplorhine
MARK1,bsA1,bsA,12,0.751784,Human
MARK1,bsA1,bsA,41,1,Homo-Pan
MARK1,bsA1,bsA,34,0.997477,Primate
MARK1,bsA1,bsA,39,0.997236,Great Ape
MARK1,bsA1,bsA,35,0.998872,Haplorhine
MARK2,bsA1,bsA,12,1,Human
MARK2,bsA1,bsA,41,0.983767,Homo-Pan
MARK2,bsA1,bsA,34,0.998872,Primate
MARK2,bsA1,bsA,39,1,Great Ape
MARK2,bsA1,bsA,35,1,Haplorhine
MARK3,bsA1,bsA,12,1,Human
MARK3,bsA1,bsA,41,1,Homo-Pan
MARK3,bsA1,bsA,34,1,Primate
MARK3,bsA1,bsA,39,0.998872,Great Ape
MARK3,bsA1,bsA,35,0.997477,Haplorhine
MARK4,bsA1,bsA,12,1,Human
MARK4,bsA1,bsA,41,0.997743,Homo-Pan
MARK4,bsA1,bsA,34,1,Primate
MARK4,bsA1,bsA,39,1,Great Ape
MARK4,bsA1,bsA,35,1,Haplorhine
MARS2,bsA1,bsA,12,0.709539,Human
MARS2,bsA1,bsA,41,1,Homo-Pan
MARS2,bsA1,bsA,34,0.998404,Primate
MARS2,bsA1,bsA,39,1,Great Ape
MARS2,bsA1,bsA,35,0.998872,Haplorhine
MARVELD1,bsA1,bsA,11,1,Human
MARVELD1,bsA1,bsA,42,1,Homo-Pan
MARVELD1,bsA1,bsA,40,1,Great Ape
MARVELD2,bsA1,bsA,12,1,Human
MARVELD2,bsA1,bsA,41,1,Homo-Pan
MARVELD2,bsA1,bsA,34,1,Primate
MARVELD2,bsA1,bsA,39,0.998404,Great Ape
MARVELD2,bsA1,bsA,35,0.884436,Haplorhine
MARVELD3,bsA1,bsA,12,1,Human
MARVELD3,bsA1,bsA,41,1,Homo-Pan
MARVELD3,bsA1,bsA,34,1,Primate
MARVELD3,bsA1,bsA,39,1,Great Ape
MARVELD3,bsA1,bsA,35,0.952596,Haplorhine
MAS1,bsA1,bsA,12,1,Human
MAS1,bsA1,bsA,41,1,Homo-Pan
MAS1,bsA1,bsA,34,1,Primate
MAS1,bsA1,bsA,39,0.998872,Great Ape
MAS1,bsA1,bsA,35,1,Haplorhine
MASP1,bsA1,bsA,12,1,Human
MASP1,bsA1,bsA,41,1,Homo-Pan
MASP1,bsA1,bsA,34,1,Primate
MASP1,bsA1,bsA,39,1,Great Ape
MASP1,bsA1,bsA,35,0.946256,Haplorhine
MASP2,bsA1,bsA,12,0.754892,Human
MASP2,bsA1,bsA,41,1,Homo-Pan
MASP2,bsA1,bsA,34,0.989908,Primate
MASP2,bsA1,bsA,39,1,Great Ape
MASP2,bsA1,bsA,35,0.976851,Haplorhine
MAST1,bsA1,bsA,12,1,Human
MAST1,bsA1,bsA,41,1,Homo-Pan
MAST1,bsA1,bsA,34,1,Primate
MAST1,bsA1,bsA,39,0.997015,Great Ape
MAST1,bsA1,bsA,35,1,Haplorhine
MAST2,bsA1,bsA,12,1,Human
MAST2,bsA1,bsA,41,0.546314,Homo-Pan
MAST2,bsA1,bsA,34,0.987284,Primate
MAST2,bsA1,bsA,39,0.978007,Great Ape
MAST2,bsA1,bsA,35,1,Haplorhine
MAST3,bsA1,bsA,12,0.997743,Human
MAST3,bsA1,bsA,41,1,Homo-Pan
MAST3,bsA1,bsA,34,0.995348,Primate
MAST3,bsA1,bsA,39,0.994707,Great Ape
MAST3,bsA1,bsA,35,1,Haplorhine
MAST4,bsA1,bsA,12,0.299435,Human
MAST4,bsA1,bsA,41,1,Homo-Pan
MAST4,bsA1,bsA,34,1,Primate
MAST4,bsA1,bsA,39,1,Great Ape
MAST4,bsA1,bsA,35,1,Haplorhine
MASTL,bsA1,bsA,12,1,Human
MASTL,bsA1,bsA,41,0.998872,Homo-Pan
MASTL,bsA1,bsA,34,1,Primate
MASTL,bsA1,bsA,39,0.514686,Great Ape
MASTL,bsA1,bsA,35,1,Haplorhine
MAT1A,bsA1,bsA,12,1,Human
MAT1A,bsA1,bsA,41,0.998872,Homo-Pan
MAT1A,bsA1,bsA,34,1,Primate
MAT1A,bsA1,bsA,39,0.998404,Great Ape
MAT1A,bsA1,bsA,35,1,Haplorhine
MAT2A,bsA1,bsA,12,1,Human
MAT2A,bsA1,bsA,41,0.741936,Homo-Pan
MAT2A,bsA1,bsA,34,0.741934,Primate
MAT2A,bsA1,bsA,39,1,Great Ape
MAT2A,bsA1,bsA,35,1,Haplorhine
MAT2B,bsA1,bsA,12,1,Human
MAT2B,bsA1,bsA,41,1,Homo-Pan
MAT2B,bsA1,bsA,34,1,Primate
MAT2B,bsA1,bsA,39,1,Great Ape
MAT2B,bsA1,bsA,35,1,Haplorhine
MATK,bsA1,bsA,12,1,Human
MATK,bsA1,bsA,41,1,Homo-Pan
MATK,bsA1,bsA,34,1,Primate
MATK,bsA1,bsA,39,1,Great Ape
MATK,bsA1,bsA,35,0.019236,Haplorhine
MATN1,bsA1,bsA,12,0.768293,Human
MATN1,bsA1,bsA,41,1,Homo-Pan
MATN1,bsA1,bsA,34,1,Primate
MATN1,bsA1,bsA,39,1,Great Ape
MATN1,bsA1,bsA,35,1,Haplorhine
MATN2,bsA1,bsA,12,1,Human
MATN2,bsA1,bsA,41,0.998404,Homo-Pan
MATN2,bsA1,bsA,34,0.998872,Primate
MATN2,bsA1,bsA,39,0.996808,Great Ape
MATN2,bsA1,bsA,35,0.998404,Haplorhine
MATN3,bsA1,bsA,12,0.865985,Human
MATN3,bsA1,bsA,41,1,Homo-Pan
MATN3,bsA1,bsA,34,1,Primate
MATN3,bsA1,bsA,39,0.998872,Great Ape
MATN3,bsA1,bsA,35,1,Haplorhine
MATN4,bsA1,bsA,12,1,Human
MATN4,bsA1,bsA,41,1,Homo-Pan
MATN4,bsA1,bsA,34,1,Primate
MATN4,bsA1,bsA,39,1,Great Ape
MATN4,bsA1,bsA,35,1,Haplorhine
MATR3,bsA1,bsA,12,0.314591,Human
MATR3,bsA1,bsA,41,0.995213,Homo-Pan
MATR3,bsA1,bsA,34,0.924319,Primate
MATR3,bsA1,bsA,39,0.958132,Great Ape
MATR3,bsA1,bsA,35,1,Haplorhine
MAU2,bsA1,bsA,11,0.998872,Human
MAU2,bsA1,bsA,39,1,Homo-Pan
MAU2,bsA1,bsA,32,1,Primate
MAU2,bsA1,bsA,37,1,Great Ape
MAU2,bsA1,bsA,33,1,Haplorhine
MAVS,bsA1,bsA,12,0.998872,Human
MAVS,bsA1,bsA,41,0.336258,Homo-Pan
MAVS,bsA1,bsA,34,0.928393,Primate
MAVS,bsA1,bsA,39,0.764111,Great Ape
MAVS,bsA1,bsA,35,0.024175,Haplorhine
MAX,bsA1,bsA,12,1,Human
MAX,bsA1,bsA,41,1,Homo-Pan
MAX,bsA1,bsA,34,1,Primate
MAX,bsA1,bsA,39,1,Great Ape
MAX,bsA1,bsA,35,1,Haplorhine
MAZ,bsA1,bsA,12,1,Human
MAZ,bsA1,bsA,41,0.991333,Homo-Pan
MAZ,bsA1,bsA,34,1,Primate
MAZ,bsA1,bsA,39,1,Great Ape
MAZ,bsA1,bsA,35,1,Haplorhine
MB,bsA1,bsA,12,1,Human
MB,bsA1,bsA,41,1,Homo-Pan
MB,bsA1,bsA,34,1,Primate
MB,bsA1,bsA,39,1,Great Ape
MB,bsA1,bsA,35,1,Haplorhine
MB21D2,bsA1,bsA,12,0.995778,Human
MB21D2,bsA1,bsA,41,0.997743,Homo-Pan
MB21D2,bsA1,bsA,34,1,Primate
MB21D2,bsA1,bsA,39,1,Great Ape
MB21D2,bsA1,bsA,35,0.99382,Haplorhine
MBD1,bsA1,bsA,12,1,Human
MBD1,bsA1,bsA,41,1,Homo-Pan
MBD1,bsA1,bsA,34,0.997743,Primate
MBD1,bsA1,bsA,39,0.997236,Great Ape
MBD1,bsA1,bsA,35,0.998872,Haplorhine
MBD2,bsA1,bsA,12,1,Human
MBD2,bsA1,bsA,41,0.997236,Homo-Pan
MBD2,bsA1,bsA,34,0.966938,Primate
MBD2,bsA1,bsA,39,1,Great Ape
MBD2,bsA1,bsA,35,0.921335,Haplorhine
MBD3,bsA1,bsA,12,1,Human
MBD3,bsA1,bsA,41,1,Homo-Pan
MBD3,bsA1,bsA,34,0.79211,Primate
MBD3,bsA1,bsA,39,1,Great Ape
MBD3,bsA1,bsA,35,1,Haplorhine
MBD3L1,bsA1,bsA,11,0.87953,Human
MBD3L1,bsA1,bsA,39,1,Homo-Pan
MBD3L1,bsA1,bsA,32,1,Primate
MBD3L1,bsA1,bsA,37,1,Great Ape
MBD3L1,bsA1,bsA,33,1,Haplorhine
MBD4,bsA1,bsA,12,1,Human
MBD4,bsA1,bsA,41,1,Homo-Pan
MBD4,bsA1,bsA,34,0.180232,Primate
MBD4,bsA1,bsA,39,1,Great Ape
MBD4,bsA1,bsA,35,1,Haplorhine
MBD5,bsA1,bsA,12,0.437067,Human
MBD5,bsA1,bsA,41,0.997477,Homo-Pan
MBD5,bsA1,bsA,34,1,Primate
MBD5,bsA1,bsA,39,1,Great Ape
MBD5,bsA1,bsA,35,1,Haplorhine
MBD6,bsA1,bsA,12,1,Human
MBD6,bsA1,bsA,41,0.606954,Homo-Pan
MBD6,bsA1,bsA,34,1,Primate
MBD6,bsA1,bsA,39,1,Great Ape
MBD6,bsA1,bsA,35,1,Haplorhine
MBIP,bsA1,bsA,12,0.956364,Human
MBIP,bsA1,bsA,41,1,Homo-Pan
MBIP,bsA1,bsA,34,0.998872,Primate
MBIP,bsA1,bsA,39,1,Great Ape
MBIP,bsA1,bsA,35,1,Haplorhine
MBL2,bsA1,bsA,11,1,Human
MBL2,bsA1,bsA,39,1,Homo-Pan
MBL2,bsA1,bsA,32,1,Primate
MBL2,bsA1,bsA,37,1,Great Ape
MBL2,bsA1,bsA,33,0.87572,Haplorhine
MBLAC1,bsA1,bsA,12,1,Human
MBLAC1,bsA1,bsA,41,1,Homo-Pan
MBLAC1,bsA1,bsA,39,1,Great Ape
MBLAC2,bsA1,bsA,12,1,Human
MBLAC2,bsA1,bsA,41,1,Homo-Pan
MBLAC2,bsA1,bsA,34,1,Primate
MBLAC2,bsA1,bsA,39,1,Great Ape
MBLAC2,bsA1,bsA,35,1,Haplorhine
MBNL1,bsA1,bsA,12,1,Human
MBNL1,bsA1,bsA,41,1,Homo-Pan
MBNL1,bsA1,bsA,34,0.998872,Primate
MBNL1,bsA1,bsA,39,1,Great Ape
MBNL1,bsA1,bsA,35,0.998872,Haplorhine
MBNL2,bsA1,bsA,12,1,Human
MBNL2,bsA1,bsA,41,1,Homo-Pan
MBNL2,bsA1,bsA,34,0.998872,Primate
MBNL2,bsA1,bsA,39,1,Great Ape
MBNL2,bsA1,bsA,35,1,Haplorhine
MBNL3,bsA1,bsA,12,1,Human
MBNL3,bsA1,bsA,41,1,Homo-Pan
MBNL3,bsA1,bsA,34,0.998872,Primate
MBNL3,bsA1,bsA,39,1,Great Ape
MBNL3,bsA1,bsA,35,1,Haplorhine
MBOAT1,bsA1,bsA,12,0.25569,Human
MBOAT1,bsA1,bsA,41,1,Homo-Pan
MBOAT1,bsA1,bsA,34,1,Primate
MBOAT1,bsA1,bsA,39,1,Great Ape
MBOAT1,bsA1,bsA,35,1,Haplorhine
