gene,branch,p
KIF2B,Human,1
KIF2C,Homo-Pan,1
KIF2C,Haplorhine,1
KIF2C,Primate,1
KIF2C,Great Ape,1
KIF2C,Human,0.464510218
KIF3A,Haplorhine,1
KIF3A,Primate,1
KIF3A,Great Ape,0.32117549
KIF3A,Human,1
KIF3B,Homo-Pan,1
KIF3B,Haplorhine,1
KIF3B,Primate,1
KIF3B,Human,1
KIF3C,Haplorhine,0.5
KIF3C,Primate,1
KIF3C,Great Ape,1
KIF3C,Human,1
KIF4A,Haplorhine,1
KIF4A,Primate,1
KIF4A,Great Ape,1
KIF4A,Human,1
KIF4B,Great Ape,1
KIF4B,Homo-Pan,1
KIF4B,Human,1
KIF5A,Homo-Pan,1
KIF5A,Haplorhine,1
KIF5A,Primate,1
KIF5A,Great Ape,1
KIF5A,Human,1
KIF5B,Homo-Pan,1
KIF5B,Haplorhine,1
KIF5B,Primate,1
KIF5B,Great Ape,1
KIF5B,Human,1
KIF5C,Haplorhine,1
KIF5C,Primate,1
KIF5C,Human,1
KIF6,Homo-Pan,1
KIF6,Haplorhine,1
KIF6,Primate,1
KIF6,Great Ape,1
KIF6,Human,1
KIF7,Homo-Pan,1
KIF7,Haplorhine,1
KIF7,Primate,1
KIF7,Great Ape,1
KIF7,Human,1
KIF9,Homo-Pan,1
KIF9,Haplorhine,1
KIF9,Primate,1
KIF9,Great Ape,1
KIF9,Human,1
KIFAP3,Haplorhine,1
KIFAP3,Primate,1
KIFAP3,Great Ape,1
KIFAP3,Human,1
KIFC1,Homo-Pan,1
KIFC1,Haplorhine,1
KIFC1,Primate,1
KIFC1,Great Ape,1
KIFC1,Human,1
KIFC2,Homo-Pan,1
KIFC2,Haplorhine,1
KIFC2,Primate,1
KIFC2,Great Ape,1
KIFC2,Human,1
KIFC3,Homo-Pan,1
KIFC3,Haplorhine,0.442143872
KIFC3,Primate,1
KIFC3,Great Ape,1
KIFC3,Human,1
KIN,Homo-Pan,1
KIN,Haplorhine,1
KIN,Primate,1
KIN,Human,1
KIR2DL4,Great Ape,1
KIR2DL4,Homo-Pan,0.5
KIR2DL4,Haplorhine,1
KIR2DL4,Human,1
KIR3DL3,Primate,1
KIR3DL3,Haplorhine,1
KIR3DL3,Great Ape,1
KIR3DL3,Human,0.5
KIRREL1,Homo-Pan,1
KIRREL1,Haplorhine,1
KIRREL1,Primate,1
KIRREL1,Great Ape,1
KIRREL1,Human,1
KIRREL2,Haplorhine,1
KIRREL2,Primate,1
KIRREL2,Great Ape,1
KIRREL2,Human,1
KIRREL3,Homo-Pan,1
KIRREL3,Haplorhine,1
KIRREL3,Primate,1
KIRREL3,Great Ape,1
KIRREL3,Human,1
KISS1,Haplorhine,1
KISS1,Primate,0.346912128
KISS1,Great Ape,0.381642217
KISS1,Human,1
KISS1R,Primate,1
KISS1R,Primate,1
KISS1R,Primate,1
KISS1R,Human,1
KIT,Homo-Pan,1
KIT,Haplorhine,1
KIT,Primate,1
KIT,Great Ape,1
KIT,Human,1
KITLG,Great Ape,1
KITLG,Haplorhine,0.436566619
KITLG,Primate,1
KITLG,Human,1
KIZ,Haplorhine,1
KIZ,Primate,0.403898144
KIZ,Great Ape,1
KIZ,Human,1
KL,Homo-Pan,0.31902926
KL,Haplorhine,1
KL,Primate,1
KL,Great Ape,1
KL,Human,1
KLB,Homo-Pan,1
KLB,Haplorhine,1
KLB,Primate,1
KLB,Great Ape,0.210521693
KLB,Human,1
KLC1,Haplorhine,1
KLC1,Primate,1
KLC1,Human,1
KLC2,Homo-Pan,1
KLC2,Haplorhine,1
KLC2,Primate,1
KLC2,Great Ape,1
KLC2,Human,1
KLC3,Homo-Pan,1
KLC3,Haplorhine,1
KLC3,Primate,1
KLC3,Great Ape,1
KLC3,Human,1
KLC4,Homo-Pan,1
KLC4,Haplorhine,1
KLC4,Primate,1
KLC4,Great Ape,1
KLC4,Human,1
KLF1,Homo-Pan,1
KLF1,Haplorhine,1
KLF1,Primate,1
KLF1,Great Ape,1
KLF1,Human,1
KLF10,Homo-Pan,1
KLF10,Haplorhine,1
KLF10,Primate,1
KLF10,Great Ape,1
KLF10,Human,0.203756673
KLF11,Homo-Pan,1
KLF11,Haplorhine,0.422790913
KLF11,Primate,1
KLF11,Great Ape,0.225617241
KLF11,Human,1
KLF12,Haplorhine,1
KLF12,Primate,1
KLF12,Great Ape,1
KLF12,Human,1
KLF13,Haplorhine,1
KLF13,Primate,1
KLF13,Human,1
KLF15,Primate,1
KLF15,Haplorhine,1
KLF15,Human,1
KLF17,Homo-Pan,0.095561032
KLF17,Haplorhine,0.321901526
KLF17,Primate,1
KLF17,Great Ape,0.497745298
KLF17,Human,1
KLF18,Homo-Pan,1
KLF18,Haplorhine,0.119495366
KLF18,Primate,1
KLF18,Great Ape,0.5
KLF18,Human,1
KLF2,Primate,1
KLF2,Primate,1
KLF2,Primate,1
KLF2,Human,1
KLF3,Haplorhine,1
KLF3,Primate,1
KLF3,Great Ape,1
KLF3,Human,1
KLF4,Haplorhine,1
KLF4,Primate,1
KLF4,Human,1
KLF5,Haplorhine,1
KLF5,Primate,1
KLF5,Great Ape,1
KLF5,Human,1
KLF6,Haplorhine,1
KLF6,Primate,1
KLF6,Great Ape,0
KLF6,Human,1
KLF7,Haplorhine,0.480977896
KLF7,Primate,1
KLF7,Great Ape,1
KLF7,Human,1
KLF8,Primate,1
KLF8,Haplorhine,1
KLF8,Human,1
KLF9,Haplorhine,1
KLF9,Primate,1
KLF9,Great Ape,1
KLF9,Human,1
KLHDC1,Haplorhine,1
KLHDC1,Primate,1
KLHDC1,Great Ape,1
KLHDC1,Human,1
KLHDC10,Haplorhine,1
KLHDC10,Primate,1
KLHDC10,Great Ape,1
KLHDC10,Human,1
KLHDC2,Homo-Pan,1
KLHDC2,Haplorhine,1
KLHDC2,Primate,0.333332091
KLHDC2,Great Ape,1
KLHDC2,Human,1
KLHDC3,Homo-Pan,1
KLHDC3,Haplorhine,1
KLHDC3,Primate,1
KLHDC3,Human,1
KLHDC4,Homo-Pan,1
KLHDC4,Primate,1
KLHDC4,Haplorhine,1
KLHDC4,Great Ape,0.5
KLHDC4,Human,1
KLHDC7A,Homo-Pan,1
KLHDC7A,Haplorhine,0.220590531
KLHDC7A,Primate,1
KLHDC7A,Great Ape,1
KLHDC7A,Human,1
KLHDC7B,Homo-Pan,0.357972313
KLHDC7B,Haplorhine,1
KLHDC7B,Primate,0.015605082
KLHDC7B,Great Ape,0.083947959
KLHDC7B,Human,1
KLHDC8A,Haplorhine,0.414394052
KLHDC8A,Primate,1
KLHDC8A,Great Ape,1
KLHDC8A,Human,1
KLHDC8B,Haplorhine,1
KLHDC8B,Primate,1
KLHDC8B,Human,1
KLHDC9,Primate,1
KLHDC9,Primate,1
KLHDC9,Primate,1
KLHDC9,Human,1
KLHL1,Homo-Pan,1
KLHL1,Haplorhine,1
KLHL1,Primate,1
KLHL1,Great Ape,1
KLHL1,Human,1
KLHL10,Homo-Pan,1
KLHL10,Primate,1
KLHL10,Haplorhine,1
KLHL10,Great Ape,1
KLHL10,Human,1
KLHL11,Haplorhine,1
KLHL11,Primate,1
KLHL11,Human,1
KLHL12,Haplorhine,1
KLHL12,Primate,1
KLHL12,Human,1
KLHL13,Haplorhine,1
KLHL13,Primate,1
KLHL13,Great Ape,1
KLHL13,Human,1
KLHL14,Haplorhine,1
KLHL14,Primate,1
KLHL14,Human,1
KLHL15,Homo-Pan,1
KLHL15,Haplorhine,1
KLHL15,Primate,1
KLHL15,Human,1
KLHL17,Homo-Pan,1
KLHL17,Haplorhine,1
KLHL17,Primate,1
KLHL17,Great Ape,1
KLHL17,Human,1
KLHL18,Homo-Pan,1
KLHL18,Haplorhine,1
KLHL18,Primate,1
KLHL18,Great Ape,1
KLHL18,Human,1
KLHL2,Homo-Pan,1
KLHL2,Haplorhine,1
KLHL2,Primate,1
KLHL2,Great Ape,1
KLHL2,Human,1
KLHL20,Homo-Pan,1
KLHL20,Haplorhine,1
KLHL20,Primate,1
KLHL20,Human,1
KLHL21,Homo-Pan,1
KLHL21,Haplorhine,1
KLHL21,Primate,1
KLHL21,Great Ape,1
KLHL21,Human,1
KLHL22,Haplorhine,1
KLHL22,Primate,1
KLHL22,Great Ape,1
KLHL22,Human,1
KLHL23,Haplorhine,1
KLHL23,Primate,1
KLHL23,Human,1
KLHL24,Homo-Pan,1
KLHL24,Haplorhine,1
KLHL24,Primate,1
KLHL24,Great Ape,1
KLHL24,Human,1
KLHL25,Homo-Pan,1
KLHL25,Haplorhine,1
KLHL25,Primate,1
KLHL25,Great Ape,1
KLHL25,Human,1
KLHL26,Primate,1
KLHL26,Haplorhine,1
KLHL26,Great Ape,1
KLHL26,Homo-Pan,1
KLHL26,Human,1
KLHL28,Great Ape,1
KLHL28,Haplorhine,1
KLHL28,Primate,1
KLHL28,Great Ape,0.308801413
KLHL28,Human,1
KLHL29,Homo-Pan,1
KLHL29,Primate,1
KLHL29,Haplorhine,1
KLHL29,Great Ape,1
KLHL29,Human,1
KLHL3,Homo-Pan,1
KLHL3,Haplorhine,1
KLHL3,Primate,1
KLHL3,Great Ape,1
KLHL3,Human,1
KLHL30,Homo-Pan,1
KLHL30,Haplorhine,1
KLHL30,Primate,1
KLHL30,Great Ape,1
KLHL30,Human,1
KLHL31,Homo-Pan,1
KLHL31,Haplorhine,1
KLHL31,Primate,1
KLHL31,Great Ape,1
KLHL31,Human,1
KLHL32,Haplorhine,1
KLHL32,Primate,1
KLHL32,Human,1
KLHL33,Homo-Pan,1
KLHL33,Haplorhine,1
KLHL33,Primate,1
KLHL33,Great Ape,0.185314168
KLHL33,Human,1
KLHL34,Homo-Pan,1
KLHL34,Haplorhine,0.452899532
KLHL34,Primate,1
KLHL34,Human,0.242550148
KLHL35,Homo-Pan,1
KLHL35,Haplorhine,1
KLHL35,Primate,1
KLHL35,Great Ape,1
KLHL35,Human,1
KLHL36,Homo-Pan,1
KLHL36,Haplorhine,0.437577979
KLHL36,Primate,1
KLHL36,Great Ape,1
KLHL36,Human,1
KLHL38,Haplorhine,1
KLHL38,Primate,1
KLHL38,Great Ape,1
KLHL38,Human,1
KLHL40,Homo-Pan,1
KLHL40,Haplorhine,0.39025682
KLHL40,Primate,1
KLHL40,Great Ape,1
KLHL40,Human,1
KLHL41,Haplorhine,1
KLHL41,Primate,1
KLHL41,Great Ape,0.313709845
KLHL41,Human,1
KLHL42,Primate,1
KLHL42,Haplorhine,1
KLHL42,Great Ape,0.5
KLHL42,Human,1
KLHL5,Haplorhine,1
KLHL5,Primate,1
KLHL5,Great Ape,1
KLHL5,Human,1
KLHL6,Homo-Pan,1
KLHL6,Haplorhine,1
KLHL6,Primate,1
KLHL6,Great Ape,1
KLHL6,Human,1
KLHL7,Haplorhine,1
KLHL7,Primate,1
KLHL7,Great Ape,1
KLHL7,Human,1
KLHL8,Primate,1
KLHL8,Primate,1
KLHL8,Human,1
KLHL9,Primate,1
KLHL9,Haplorhine,1
KLHL9,Great Ape,1
KLHL9,Human,1
KLK1,Homo-Pan,1
KLK1,Haplorhine,1
KLK1,Primate,1
KLK1,Great Ape,0.107022638
KLK1,Human,0.442746339
KLK10,Haplorhine,0.257503229
KLK10,Primate,0.477489081
KLK10,Great Ape,1
KLK10,Human,1
KLK11,Haplorhine,0.371275232
KLK11,Primate,1
KLK11,Human,0.206830385
KLK12,Homo-Pan,1
KLK12,Haplorhine,0.368953671
KLK12,Primate,1
KLK12,Human,1
KLK13,Haplorhine,1
KLK13,Primate,1
KLK13,Great Ape,1
KLK13,Human,1
KLK14,Homo-Pan,1
KLK14,Haplorhine,0.366023814
KLK14,Primate,1
KLK14,Great Ape,1
KLK14,Human,0.5
KLK15,Haplorhine,1
KLK15,Primate,1
KLK15,Great Ape,1
KLK15,Human,1
KLK2,Primate,1
KLK2,Primate,0.463996162
KLK2,Primate,1
KLK2,Human,0.157110483
KLK3,Primate,1
KLK3,Haplorhine,1
KLK3,Great Ape,1
KLK3,Homo-Pan,1
KLK3,Human,1
KLK4,Homo-Pan,1
KLK4,Haplorhine,1
KLK4,Primate,0.302075073
KLK4,Great Ape,1
KLK4,Human,1
KLK5,Homo-Pan,0.321543864
KLK5,Haplorhine,1
KLK5,Primate,0.496741195
KLK5,Human,1
KLK6,Primate,0.5
KLK6,Primate,1
KLK6,Primate,1
KLK6,Human,1
KLK7,Homo-Pan,1
KLK7,Haplorhine,1
KLK7,Primate,1
KLK7,Great Ape,0.141961984
KLK7,Human,1
KLK8,Haplorhine,0.313476065
KLK8,Primate,1
KLK8,Great Ape,0.217507584
KLK8,Human,1
KLK9,Haplorhine,1
KLK9,Primate,1
KLK9,Great Ape,1
KLK9,Human,1
KLKB1,Homo-Pan,0.239618687
KLKB1,Haplorhine,1
KLKB1,Primate,1
KLKB1,Great Ape,1
KLKB1,Human,1
KLLN,Homo-Pan,0.5
KLLN,Primate,1
KLLN,Haplorhine,1
KLLN,Great Ape,0.5
KLLN,Human,1
KLRB1,Homo-Pan,1
KLRB1,Primate,0.5
KLRB1,Haplorhine,1
KLRB1,Human,1
KLRC1,Primate,1
KLRC1,Haplorhine,1
KLRC1,Human,1
KLRC4,Homo-Pan,1
KLRC4,Primate,0.48499958
KLRC4,Haplorhine,1
KLRC4,Human,0.097030161
KLRD1,Primate,1
KLRD1,Haplorhine,0.476196457
KLRD1,Great Ape,0.055424453
KLRD1,Human,1
KLRF1,Primate,1
KLRF1,Haplorhine,1
KLRF1,Human,0.470278018
KLRF2,Homo-Pan,0.267196661
KLRF2,Haplorhine,1
KLRF2,Haplorhine,0.000245206
KLRF2,Great Ape,1
KLRF2,Human,1
KLRG1,Homo-Pan,0.198052899
KLRG1,Haplorhine,1
KLRG1,Primate,0.353573618
KLRG1,Great Ape,0.253678186
KLRG1,Human,1
KLRG2,Haplorhine,0.400886772
KLRG2,Primate,1
KLRG2,Great Ape,0.439333299
KLRG2,Human,1
KLRK1,Primate,1
KLRK1,Haplorhine,1
KLRK1,Great Ape,1
KLRK1,Human,1
KMO,Homo-Pan,1
KMO,Haplorhine,1
KMO,Primate,1
KMO,Great Ape,1
KMO,Human,0.192510423
KMT2A,Homo-Pan,1
KMT2A,Haplorhine,1
KMT2A,Primate,1
KMT2A,Great Ape,1
KMT2A,Human,1
KMT2B,Homo-Pan,1
KMT2B,Haplorhine,1
KMT2B,Primate,1
KMT2B,Great Ape,1
KMT2B,Human,1
KMT2C,Homo-Pan,1
KMT2C,Haplorhine,1
KMT2C,Primate,1
KMT2C,Great Ape,1
KMT2C,Human,1
KMT2D,Homo-Pan,1
KMT2D,Haplorhine,1
KMT2D,Primate,1
KMT2D,Great Ape,1
KMT2D,Human,1
KMT2E,Homo-Pan,1
KMT2E,Haplorhine,0.269705594
KMT2E,Primate,1
KMT2E,Great Ape,0.5
KMT2E,Human,1
KMT5A,Haplorhine,1
KMT5A,Primate,1
KMT5A,Human,0.288842327
KMT5B,Homo-Pan,1
KMT5B,Haplorhine,1
KMT5B,Primate,1
KMT5B,Great Ape,1
KMT5B,Human,1
KMT5C,Homo-Pan,1
KMT5C,Haplorhine,0.432508334
KMT5C,Primate,1
KMT5C,Great Ape,1
KMT5C,Human,1
KNCN,Haplorhine,1
KNCN,Primate,1
KNCN,Human,0.164604546
KNDC1,Homo-Pan,1
KNDC1,Primate,1
KNDC1,Haplorhine,1
KNDC1,Great Ape,1
KNDC1,Human,1
KNG1,Homo-Pan,1
KNG1,Haplorhine,1
KNG1,Primate,1
KNG1,Great Ape,0.31363003
KNG1,Human,0.147794999
KNL1,Homo-Pan,1
KNL1,Haplorhine,1
KNL1,Primate,1
KNL1,Great Ape,0.459487679
KNL1,Human,1
KNOP1,Haplorhine,1
KNOP1,Primate,1
KNOP1,Human,1
KNSTRN,Haplorhine,1
KNSTRN,Primate,1
KNSTRN,Great Ape,1
KNSTRN,Human,1
KNTC1,Homo-Pan,1
KNTC1,Haplorhine,1
KNTC1,Primate,1
KNTC1,Great Ape,1
KNTC1,Human,1
KPNA1,Haplorhine,1
KPNA1,Primate,1
KPNA1,Great Ape,1
KPNA1,Human,1
KPNA2,Homo-Pan,1
KPNA2,Haplorhine,1
KPNA2,Primate,1
KPNA2,Great Ape,1
KPNA2,Human,1
KPNA3,Homo-Pan,1
KPNA3,Haplorhine,1
KPNA3,Primate,1
KPNA3,Human,1
KPNA4,Haplorhine,1
KPNA4,Primate,1
KPNA4,Human,1
KPNA5,Haplorhine,1
KPNA5,Primate,1
KPNA5,Great Ape,1
KPNA5,Human,1
KPNA6,Great Ape,1
KPNA6,Haplorhine,1
KPNA6,Primate,1
KPNA6,Great Ape,1
KPNA6,Human,1
KPNA7,Homo-Pan,1
KPNA7,Haplorhine,1
KPNA7,Primate,1
KPNA7,Great Ape,1
KPNA7,Human,1
KPNB1,Haplorhine,1
KPNB1,Primate,1
KPNB1,Human,1
KPRP,Homo-Pan,1
KPRP,Haplorhine,1
KPRP,Primate,1
KPRP,Great Ape,1
KPRP,Human,1
KPTN,Homo-Pan,1
KPTN,Haplorhine,1
KPTN,Primate,1
KPTN,Great Ape,1
KPTN,Human,1
KRAS,Primate,1
KRAS,Human,1
KRBA1,Homo-Pan,1
KRBA1,Haplorhine,1
KRBA1,Primate,1
KRBA1,Great Ape,1
KRBA1,Human,1
KRBA2,Homo-Pan,1
KRBA2,Primate,1
KRBA2,Haplorhine,1
KRBA2,Great Ape,1
KRBA2,Human,0.322564411
KRBOX1,Haplorhine,0.332836448
KRBOX1,Primate,1
KRBOX1,Great Ape,1
KRBOX1,Human,1
KRBOX4,Homo-Pan,1
KRBOX4,Primate,0.5
KRBOX4,Haplorhine,1
KRBOX4,Great Ape,1
KRBOX4,Human,0.5
KRCC1,Haplorhine,0.467979505
KRCC1,Primate,1
KRCC1,Great Ape,1
KRCC1,Human,1
KREMEN1,Homo-Pan,1
KREMEN1,Haplorhine,1
KREMEN1,Primate,1
KREMEN1,Great Ape,0.338852731
KREMEN1,Human,1
KREMEN2,Haplorhine,1
KREMEN2,Primate,1
KREMEN2,Great Ape,0.334299947
KREMEN2,Human,0.189170939
KRI1,Homo-Pan,1
KRI1,Haplorhine,1
KRI1,Primate,1
KRI1,Great Ape,1
KRI1,Human,1
KRIT1,Haplorhine,1
KRIT1,Primate,1
KRIT1,Great Ape,1
KRIT1,Human,1
KRR1,Homo-Pan,1
KRR1,Haplorhine,1
KRR1,Primate,1
KRR1,Great Ape,1
KRR1,Human,1
KRT1,Haplorhine,1
KRT1,Primate,1
KRT1,Great Ape,1
KRT1,Human,1
KRT10,Homo-Pan,0.228795586
KRT10,Haplorhine,1
KRT10,Primate,1
KRT10,Great Ape,1
KRT10,Human,1
KRT12,Haplorhine,0.494846901
KRT12,Primate,1
KRT12,Great Ape,1
KRT12,Human,1
KRT13,Homo-Pan,1
KRT13,Haplorhine,0.419578627
KRT13,Primate,0.034465968
KRT13,Human,1
KRT14,Great Ape,1
KRT14,Haplorhine,1
KRT14,Primate,1
KRT14,Great Ape,1
KRT14,Human,1
KRT15,Homo-Pan,1
KRT15,Haplorhine,0.406997336
KRT15,Primate,1
KRT15,Great Ape,1
KRT15,Human,1
KRT16,Homo-Pan,1
KRT16,Haplorhine,1
KRT16,Primate,1
KRT16,Great Ape,1
KRT16,Human,1
KRT17,Homo-Pan,1
KRT17,Haplorhine,1
KRT17,Primate,1
KRT17,Great Ape,1
KRT17,Human,1
KRT18,Homo-Pan,1
KRT18,Haplorhine,1
KRT18,Primate,1
KRT18,Great Ape,1
KRT18,Human,1
KRT19,Homo-Pan,1
KRT19,Haplorhine,0.280111196
KRT19,Primate,0.396664826
KRT19,Human,1
KRT2,Homo-Pan,1
KRT2,Haplorhine,1
KRT2,Primate,1
KRT2,Great Ape,1
KRT2,Human,0.435159971
KRT20,Homo-Pan,1
KRT20,Haplorhine,1
KRT20,Primate,1
KRT20,Great Ape,1
KRT20,Human,1
KRT222,Haplorhine,1
KRT222,Primate,1
KRT222,Great Ape,1
KRT222,Human,1
KRT23,Homo-Pan,0.486235536
KRT23,Haplorhine,1
KRT23,Primate,1
KRT23,Human,1
KRT24,Haplorhine,1
KRT24,Primate,1
KRT24,Great Ape,1
KRT24,Human,1
KRT25,Haplorhine,1
KRT25,Primate,1
KRT25,Great Ape,1
KRT25,Human,1
KRT26,Homo-Pan,0.449835743
KRT26,Haplorhine,1
KRT26,Primate,1
KRT26,Great Ape,0.408692505
KRT26,Human,0.135735797
KRT27,Homo-Pan,1
KRT27,Haplorhine,1
KRT27,Primate,1
KRT27,Great Ape,1
KRT27,Human,1
KRT28,Haplorhine,1
KRT28,Primate,1
KRT28,Great Ape,0.302302677
KRT28,Human,1
KRT3,Homo-Pan,1
KRT3,Haplorhine,1
KRT3,Primate,1
KRT3,Great Ape,0.346069496
KRT3,Human,1
KRT31,Homo-Pan,1
KRT31,Haplorhine,1
KRT31,Primate,0.375232412
KRT31,Great Ape,1
KRT31,Human,1
KRT32,Homo-Pan,1
KRT32,Haplorhine,0.421534238
KRT32,Primate,1
KRT32,Great Ape,1
KRT32,Human,0.15262214
KRT33A,Homo-Pan,1
KRT33A,Haplorhine,1
KRT33A,Primate,1
KRT33A,Great Ape,1
KRT33A,Human,1
KRT33B,Haplorhine,1
KRT33B,Primate,1
KRT33B,Great Ape,1
KRT33B,Human,1
KRT34,Homo-Pan,1
KRT34,Haplorhine,1
KRT34,Primate,1
KRT34,Great Ape,0.489937515
KRT34,Human,1
KRT35,Primate,0.331050409
KRT35,Primate,1
KRT35,Primate,1
KRT35,Human,1
KRT36,Homo-Pan,1
KRT36,Haplorhine,1
KRT36,Primate,1
KRT36,Human,1
KRT37,Homo-Pan,1
KRT37,Haplorhine,0.23346423
KRT37,Primate,1
KRT37,Great Ape,1
KRT37,Human,1
KRT38,Homo-Pan,1
KRT38,Haplorhine,0.29055016
KRT38,Primate,1
KRT38,Human,1
KRT39,Haplorhine,0.488771583
KRT39,Primate,1
KRT39,Great Ape,1
KRT39,Human,1
KRT4,Haplorhine,1
KRT4,Primate,1
KRT4,Great Ape,1
KRT4,Human,1
KRT40,Homo-Pan,0.196472223
KRT40,Haplorhine,1
KRT40,Primate,1
KRT40,Great Ape,1
KRT40,Human,1
KRT5,Homo-Pan,1
KRT5,Haplorhine,1
KRT5,Primate,1
KRT5,Great Ape,1
KRT5,Human,1
KRT7,Homo-Pan,1
KRT7,Haplorhine,0.477576492
KRT7,Primate,1
KRT7,Great Ape,0.368062851
KRT7,Human,1
KRT71,Haplorhine,1
KRT71,Primate,1
KRT71,Great Ape,1
KRT71,Human,1
KRT72,Homo-Pan,1
KRT72,Haplorhine,1
KRT72,Primate,1
KRT72,Great Ape,0.292745455
KRT72,Human,0.380109542
KRT73,Haplorhine,1
KRT73,Primate,1
KRT73,Great Ape,1
KRT73,Human,1
KRT74,Homo-Pan,0.317998899
KRT74,Haplorhine,1
KRT74,Primate,1
KRT74,Great Ape,0.342293414
KRT74,Human,1
KRT75,Homo-Pan,1
KRT75,Haplorhine,0.461059474
KRT75,Primate,1
KRT75,Great Ape,1
KRT75,Human,1
KRT76,Homo-Pan,1
KRT76,Haplorhine,0.465627235
KRT76,Primate,1
KRT76,Great Ape,0.355555982
KRT76,Human,1
KRT77,Haplorhine,1
KRT77,Primate,1
KRT77,Great Ape,1
KRT77,Human,1
KRT78,Haplorhine,1
KRT78,Primate,1
KRT78,Great Ape,1
KRT78,Human,1
KRT79,Haplorhine,1
KRT79,Primate,1
KRT79,Great Ape,1
KRT79,Human,1
KRT8,Homo-Pan,1
KRT8,Haplorhine,1
KRT8,Primate,1
KRT8,Great Ape,1
KRT8,Human,1
KRT80,Haplorhine,1
KRT80,Primate,1
KRT80,Great Ape,0.356545148
KRT80,Human,1
KRT81,Haplorhine,0.457338506
KRT81,Primate,1
KRT81,Great Ape,0.381581843
KRT81,Human,1
KRT82,Homo-Pan,1
KRT82,Haplorhine,1
KRT82,Primate,1
KRT82,Human,1
KRT83,Homo-Pan,1
KRT83,Haplorhine,1
KRT83,Primate,1
KRT83,Great Ape,1
KRT83,Human,1
KRT84,Homo-Pan,1
KRT84,Haplorhine,1
KRT84,Primate,1
KRT84,Great Ape,1
KRT84,Human,1
KRT85,Homo-Pan,1
KRT85,Haplorhine,0.462936254
KRT85,Primate,1
KRT85,Human,1
KRT86,Homo-Pan,1
KRT86,Haplorhine,1
KRT86,Primate,1
KRT86,Great Ape,0.467304534
KRT86,Human,1
KRT9,Haplorhine,1
KRT9,Primate,1
KRT9,Human,1
KRTAP1-1,Haplorhine,0.434004067
KRTAP1-1,Primate,0.454791733
KRTAP1-1,Great Ape,1
KRTAP1-1,Human,1
KRTAP1-4,Homo-Pan,1
KRTAP1-4,Haplorhine,1
KRTAP1-4,Primate,1
KRTAP1-4,Great Ape,1
KRTAP1-4,Human,1
KRTAP1-5,Haplorhine,1
KRTAP1-5,Primate,0.164643659
KRTAP1-5,Great Ape,1
KRTAP1-5,Human,1
KRTAP10-10,Haplorhine,0.200603351
KRTAP10-10,Primate,1
KRTAP10-10,Haplorhine,0.5
KRTAP10-10,Haplorhine,1
KRTAP10-10,Human,1
KRTAP10-12,Haplorhine,1
KRTAP10-12,Great Ape,1
KRTAP10-12,Homo-Pan,1
KRTAP10-12,Human,1
KRTAP10-2,Homo-Pan,1
KRTAP10-2,Primate,1
KRTAP10-2,Haplorhine,1
KRTAP10-2,Great Ape,1
KRTAP10-2,Human,1
KRTAP10-3,Homo-Pan,1
KRTAP10-3,Primate,1
KRTAP10-3,Haplorhine,1
KRTAP10-3,Great Ape,1
KRTAP10-3,Human,1
KRTAP10-4,Homo-Pan,2.68124060731623e-08
KRTAP10-4,Primate,1
KRTAP10-4,Haplorhine,1
KRTAP10-4,Great Ape,1
KRTAP10-4,Human,1
KRTAP10-5,Great Ape,1
KRTAP10-5,Primate,1
KRTAP10-5,Great Ape,1
KRTAP10-5,Human,1
KRTAP10-6,Homo-Pan,0.5
KRTAP10-6,Primate,1
KRTAP10-6,Great Ape,1
KRTAP10-6,Human,1
KRTAP10-7,Homo-Pan,1
KRTAP10-7,Primate,1
KRTAP10-7,Haplorhine,1
KRTAP10-7,Great Ape,1
KRTAP10-7,Human,1
KRTAP10-8,Homo-Pan,1
KRTAP10-8,Primate,0.333341382
KRTAP10-8,Haplorhine,1
KRTAP10-8,Great Ape,1
KRTAP10-8,Human,1
KRTAP10-9,Homo-Pan,0.456081235
KRTAP10-9,Haplorhine,1
KRTAP10-9,Great Ape,0.019795406
KRTAP10-9,Human,1
KRTAP11-1,Haplorhine,1
KRTAP11-1,Primate,1
KRTAP11-1,Great Ape,1
KRTAP11-1,Human,1
KRTAP12-1,Haplorhine,1
KRTAP12-1,Human,1
KRTAP12-3,Primate,1
KRTAP12-3,Haplorhine,1
KRTAP12-3,Haplorhine,0.004121066
KRTAP12-3,Haplorhine,1
KRTAP12-3,Human,1
KRTAP13-1,Primate,0.317713103
KRTAP13-1,Primate,1
KRTAP13-1,Primate,0.26345352
KRTAP13-1,Human,1
KRTAP13-2,Homo-Pan,1
KRTAP13-2,Haplorhine,1
KRTAP13-2,Primate,1
KRTAP13-2,Great Ape,1
KRTAP13-2,Human,0.40256144
KRTAP13-4,Primate,1
KRTAP13-4,Human,0.443766018
KRTAP15-1,Haplorhine,0.5
KRTAP15-1,Human,1
KRTAP16-1,Homo-Pan,0.30989095
KRTAP16-1,Haplorhine,1
KRTAP16-1,Primate,1
KRTAP16-1,Great Ape,0.480525811
KRTAP16-1,Human,0.308818166
KRTAP17-1,Haplorhine,1
KRTAP17-1,Primate,1
KRTAP17-1,Great Ape,1
KRTAP17-1,Human,1
KRTAP19-1,Primate,0.47507301
KRTAP19-1,Primate,0.321941983
KRTAP19-1,Primate,0.328565616
